"ID","t","DS","Group","Sex"
"Prod-314","start","S","G80","M"
"Prod-989","start","S","G80","M"
"Prod-1886","start","I","G81","M"
"Prod-1460","start","I","G81","F"
"Prod-505","start","S","G81","F"
"Prod-1779","start","S","G81","M"
"Prod-1540","start","S","G81","F"
"Prod-1906","start","S","G81","M"
"Prod-542","start","S","G81","M"
"Prod-461","start","S","G81","M"
"Prod-1990","start","S","G81","M"
"Prod-1285","start","S","G81","F"
"Prod-271","start","I","G82","F"
"Prod-1723","start","I","G82","F"
"Prod-269","start","S","G82","F"
"Prod-1372","start","S","G82","F"
"Prod-33","start","S","G82","M"
"Prod-1332","start","S","G82","F"
"Prod-1740","start","S","G82","M"
"Prod-706","start","S","G82","F"
"Prod-481","start","S","G82","F"
"Prod-100","start","S","G82","F"
"Prod-42","start","I","G83","F"
"Prod-1115","start","I","G83","M"
"Prod-1593","start","S","G83","F"
"Prod-532","start","S","G83","F"
"Prod-802","start","S","G83","M"
"Prod-1155","start","S","G83","F"
"Prod-1895","start","S","G83","M"
"Prod-715","start","S","G83","F"
"Prod-1277","start","S","G83","M"
"Prod-996","start","S","G83","F"
"Prod-1279","start","I","G84","F"
"Prod-1071","start","I","G84","M"
"Prod-567","start","S","G84","F"
"Prod-757","start","S","G84","M"
"Prod-1003","start","S","G84","F"
"Prod-1576","start","S","G84","F"
"Prod-1266","start","S","G84","F"
"Prod-1286","start","S","G84","M"
"Prod-1293","start","S","G84","F"
"Prod-58","start","S","G84","M"
"Prod-490","start","I","G85","M"
"Prod-1212","start","I","G85","M"
"Prod-1204","start","S","G85","M"
"Prod-1983","start","S","G85","F"
"Prod-46","start","S","G85","M"
"Prod-772","start","S","G85","M"
"Prod-707","start","S","G85","M"
"Prod-1868","start","S","G85","M"
"Prod-143","start","S","G85","M"
"Prod-570","start","S","G85","F"
"Prod-1531","start","I","G86","F"
"Prod-1786","start","I","G86","M"
"Prod-1600","start","S","G86","F"
"Prod-1764","start","S","G86","M"
"Prod-1076","start","S","G86","F"
"Prod-364","start","S","G86","F"
"Prod-1844","start","S","G86","M"
"Prod-1232","start","S","G86","F"
"Prod-598","start","S","G86","F"
"Prod-411","start","S","G86","M"
"Prod-650","start","I","G87","F"
"Prod-1090","start","I","G87","M"
"Prod-1452","start","S","G87","F"
"Prod-274","start","S","G87","M"
"Prod-1713","start","S","G87","M"
"Prod-1980","start","S","G87","M"
"Prod-369","start","S","G87","M"
"Prod-1439","start","S","G87","F"
"Prod-1591","start","S","G87","F"
"Prod-173","start","S","G87","F"
"Prod-730","start","I","G88","M"
"Prod-1395","start","I","G88","M"
"Prod-862","start","S","G88","M"
"Prod-1519","start","S","G88","F"
"Prod-492","start","S","G88","M"
"Prod-1665","start","S","G88","F"
"Prod-1218","start","S","G88","M"
"Prod-1580","start","S","G88","M"
"Prod-541","start","S","G88","M"
"Prod-1377","start","S","G88","F"
"Prod-415","start","I","G89","M"
"Prod-1756","start","I","G89","M"
"Prod-696","start","S","G89","M"
"Prod-759","start","S","G89","F"
"Prod-287","start","S","G89","F"
"Prod-732","start","S","G89","M"
"Prod-787","start","S","G89","M"
"Prod-334","start","S","G89","M"
"Prod-1143","start","S","G89","F"
"Prod-426","start","S","G89","F"
"Prod-703","start","I","G90","F"
"Prod-1302","start","I","G90","F"
"Prod-789","start","S","G90","F"
"Prod-640","start","S","G90","F"
"Prod-1465","start","S","G90","F"
"Prod-721","start","S","G90","F"
"Prod-1357","start","S","G90","M"
"Prod-1062","start","S","G90","F"
"Prod-1801","start","S","G90","M"
"Prod-1596","start","S","G90","M"
"Prod-1605","start","I","G91","M"
"Prod-1514","start","I","G91","F"
"Prod-847","start","S","G91","F"
"Prod-1763","start","S","G91","F"
"Prod-240","start","S","G91","F"
"Prod-1760","start","S","G91","F"
"Prod-1916","start","S","G91","F"
"Prod-1897","start","S","G91","F"
"Prod-1065","start","S","G91","M"
"Prod-1162","start","S","G91","M"
"Prod-228","start","I","G92","M"
"Prod-1290","start","I","G92","F"
"Prod-1805","start","S","G92","M"
"Prod-1352","start","S","G92","M"
"Prod-1588","start","S","G92","F"
"Prod-1542","start","S","G92","M"
"Prod-1255","start","S","G92","F"
"Prod-548","start","S","G92","F"
"Prod-67","start","S","G92","M"
"Prod-422","start","S","G92","F"
"Prod-917","start","I","G93","F"
"Prod-11","start","I","G93","M"
"Prod-1492","start","S","G93","F"
"Prod-1606","start","S","G93","M"
"Prod-750","start","S","G93","F"
"Prod-241","start","S","G93","F"
"Prod-1966","start","S","G93","F"
"Prod-101","start","S","G93","F"
"Prod-1996","start","S","G93","M"
"Prod-552","start","S","G93","F"
"Prod-126","start","I","G94","M"
"Prod-1680","start","I","G94","M"
"Prod-1274","start","S","G94","M"
"Prod-1973","start","S","G94","F"
"Prod-1179","start","S","G94","F"
"Prod-1635","start","S","G94","M"
"Prod-1592","start","S","G94","M"
"Prod-454","start","S","G94","M"
"Prod-634","start","S","G94","F"
"Prod-815","start","S","G94","F"
"Prod-840","start","I","G95","F"
"Prod-121","start","I","G95","F"
"Prod-712","start","S","G95","M"
"Prod-1550","start","S","G95","M"
"Prod-1106","start","S","G95","M"
"Prod-119","start","S","G95","M"
"Prod-1971","start","S","G95","M"
"Prod-514","start","S","G95","M"
"Prod-855","start","S","G95","F"
"Prod-1128","start","S","G95","F"
"Prod-893","start","I","G96","M"
"Prod-1223","start","I","G96","M"
"Prod-1019","start","S","G96","M"
"Prod-239","start","S","G96","M"
"Prod-450","start","S","G96","F"
"Prod-1829","start","S","G96","F"
"Prod-1495","start","S","G96","F"
"Prod-1821","start","S","G96","F"
"Prod-969","start","S","G96","M"
"Prod-141","start","S","G96","M"
"Prod-1227","start","I","G97","F"
"Prod-39","start","I","G97","F"
"Prod-470","start","S","G97","F"
"Prod-737","start","S","G97","F"
"Prod-1123","start","S","G97","F"
"Prod-1183","start","S","G97","M"
"Prod-1994","start","S","G97","M"
"Prod-196","start","S","G97","M"
"Prod-641","start","S","G97","F"
"Prod-1087","start","S","G97","F"
"Prod-1656","start","I","G98","M"
"Prod-381","start","I","G98","M"
"Prod-125","start","S","G98","M"
"Prod-235","start","S","G98","F"
"Prod-1150","start","S","G98","M"
"Prod-1237","start","S","G98","M"
"Prod-1257","start","S","G98","F"
"Prod-147","start","S","G98","F"
"Prod-1073","start","S","G98","F"
"Prod-1024","start","S","G98","F"
"Prod-372","start","I","G99","F"
"Prod-1637","start","I","G99","F"
"Prod-457","start","S","G99","F"
"Prod-805","start","S","G99","F"
"Prod-1642","start","S","G99","F"
"Prod-1672","start","S","G99","F"
"Prod-1567","start","S","G99","M"
"Prod-1822","start","S","G99","M"
"Prod-1187","start","S","G99","M"
"Prod-1303","start","S","G99","M"
"Prod-1060","start","I","G100","M"
"Prod-875","start","I","G100","M"
"Prod-933","start","S","G100","F"
"Prod-520","start","S","G100","F"
"Prod-540","start","S","G100","M"
"Prod-1624","start","S","G100","M"
"Prod-842","start","S","G100","M"
"Prod-1102","start","S","G100","M"
"Prod-1321","start","S","G100","M"
"Prod-150","start","S","G100","F"
"Prod-357","start","I","G101","F"
"Prod-366","start","I","G101","F"
"Prod-59","start","S","G101","M"
"Prod-1379","start","S","G101","M"
"Prod-1428","start","S","G101","M"
"Prod-582","start","S","G101","M"
"Prod-267","start","S","G101","M"
"Prod-529","start","S","G101","F"
"Prod-1790","start","S","G101","M"
"Prod-755","start","S","G101","F"
"Prod-1878","start","I","G102","M"
"Prod-114","start","I","G102","M"
"Prod-688","start","S","G102","M"
"Prod-95","start","S","G102","F"
"Prod-765","start","S","G102","M"
"Prod-657","start","S","G102","F"
"Prod-1103","start","S","G102","M"
"Prod-469","start","S","G102","F"
"Prod-1431","start","S","G102","M"
"Prod-1299","start","S","G102","F"
"Prod-1626","start","I","G103","F"
"Prod-1189","start","I","G103","M"
"Prod-777","start","S","G103","F"
"Prod-1536","start","S","G103","F"
"Prod-1027","start","S","G103","F"
"Prod-1747","start","S","G103","M"
"Prod-1009","start","S","G103","F"
"Prod-1008","start","S","G103","F"
"Prod-1708","start","S","G103","M"
"Prod-941","start","S","G103","M"
"Prod-155","start","I","G104","M"
"Prod-533","start","I","G104","M"
"Prod-1517","start","S","G104","M"
"Prod-216","start","S","G104","M"
"Prod-776","start","S","G104","M"
"Prod-745","start","S","G104","F"
"Prod-1539","start","S","G104","F"
"Prod-1798","start","S","G104","M"
"Prod-161","start","S","G104","M"
"Prod-513","start","S","G104","M"
"Prod-138","start","I","G105","F"
"Prod-1942","start","I","G105","M"
"Prod-511","start","S","G105","F"
"Prod-164","start","S","G105","F"
"Prod-1300","start","S","G105","F"
"Prod-1565","start","S","G105","M"
"Prod-177","start","S","G105","M"
"Prod-1238","start","S","G105","M"
"Prod-1417","start","S","G105","F"
"Prod-1436","start","S","G105","F"
"Prod-681","start","I","G106","F"
"Prod-1486","start","I","G106","F"
"Prod-337","start","S","G106","F"
"Prod-427","start","S","G106","M"
"Prod-1817","start","S","G106","M"
"Prod-632","start","S","G106","F"
"Prod-491","start","S","G106","F"
"Prod-1755","start","S","G106","M"
"Prod-1811","start","S","G106","M"
"Prod-77","start","S","G106","F"
"Prod-609","start","I","G107","M"
"Prod-73","start","I","G107","M"
"Prod-998","start","S","G107","F"
"Prod-1718","start","S","G107","M"
"Prod-1903","start","S","G107","F"
"Prod-1666","start","S","G107","F"
"Prod-1175","start","S","G107","F"
"Prod-1268","start","S","G107","M"
"Prod-375","start","S","G107","F"
"Prod-1326","start","S","G107","F"
"Prod-617","start","I","G108","M"
"Prod-456","start","I","G108","M"
"Prod-1774","start","S","G108","F"
"Prod-1969","start","S","G108","M"
"Prod-22","start","S","G108","M"
"Prod-348","start","S","G108","M"
"Prod-1050","start","S","G108","F"
"Prod-960","start","S","G108","F"
"Prod-903","start","S","G108","M"
"Prod-1772","start","S","G108","M"
"Prod-1170","start","I","G109","F"
"Prod-963","start","I","G109","F"
"Prod-679","start","S","G109","F"
"Prod-1124","start","S","G109","M"
"Prod-1511","start","S","G109","M"
"Prod-561","start","S","G109","M"
"Prod-494","start","S","G109","F"
"Prod-576","start","S","G109","F"
"Prod-1847","start","S","G109","M"
"Prod-1950","start","S","G109","M"
"Prod-869","start","I","G110","M"
"Prod-1644","start","I","G110","M"
"Prod-1133","start","S","G110","M"
"Prod-1497","start","S","G110","F"
"Prod-428","start","S","G110","F"
"Prod-293","start","S","G110","M"
"Prod-1852","start","S","G110","M"
"Prod-741","start","S","G110","M"
"Prod-591","start","S","G110","F"
"Prod-1058","start","S","G110","F"
"Prod-1425","start","I","G111","F"
"Prod-661","start","I","G111","F"
"Prod-1732","start","S","G111","M"
"Prod-859","start","S","G111","M"
"Prod-1871","start","S","G111","M"
"Prod-525","start","S","G111","F"
"Prod-1715","start","S","G111","F"
"Prod-1226","start","S","G111","M"
"Prod-99","start","S","G111","M"
"Prod-1673","start","S","G111","M"
"Prod-896","start","I","G112","F"
"Prod-1061","start","I","G112","M"
"Prod-1876","start","S","G112","M"
"Prod-137","start","S","G112","F"
"Prod-827","start","S","G112","F"
"Prod-210","start","S","G112","M"
"Prod-132","start","S","G112","F"
"Prod-821","start","S","G112","M"
"Prod-849","start","S","G112","F"
"Prod-1256","start","S","G112","F"
"Prod-1309","start","I","G113","M"
"Prod-1014","start","I","G113","F"
"Prod-1094","start","S","G113","F"
"Prod-1224","start","S","G113","M"
"Prod-1078","start","S","G113","F"
"Prod-1416","start","S","G113","F"
"Prod-1568","start","S","G113","F"
"Prod-838","start","S","G113","M"
"Prod-1915","start","S","G113","M"
"Prod-1810","start","S","G113","F"
"Prod-1430","start","I","G114","F"
"Prod-611","start","I","G114","F"
"Prod-1749","start","S","G114","F"
"Prod-420","start","S","G114","F"
"Prod-621","start","S","G114","M"
"Prod-795","start","S","G114","F"
"Prod-1045","start","S","G114","M"
"Prod-677","start","S","G114","F"
"Prod-635","start","S","G114","F"
"Prod-819","start","S","G114","F"
"Prod-1229","start","I","G115","M"
"Prod-1956","start","I","G115","F"
"Prod-866","start","S","G115","F"
"Prod-1932","start","S","G115","M"
"Prod-925","start","S","G115","F"
"Prod-506","start","S","G115","F"
"Prod-232","start","S","G115","M"
"Prod-1365","start","S","G115","M"
"Prod-1943","start","S","G115","M"
"Prod-1358","start","S","G115","M"
"Prod-1670","start","I","G116","M"
"Prod-644","start","I","G116","M"
"Prod-593","start","S","G116","F"
"Prod-123","start","S","G116","F"
"Prod-1928","start","S","G116","F"
"Prod-811","start","S","G116","F"
"Prod-246","start","S","G116","M"
"Prod-329","start","S","G116","F"
"Prod-1480","start","S","G116","M"
"Prod-1018","start","S","G116","M"
"Prod-1968","start","I","G117","F"
"Prod-1206","start","I","G117","M"
"Prod-1684","start","S","G117","M"
"Prod-102","start","S","G117","F"
"Prod-599","start","S","G117","M"
"Prod-1398","start","S","G117","F"
"Prod-28","start","S","G117","M"
"Prod-86","start","S","G117","F"
"Prod-826","start","S","G117","M"
"Prod-927","start","S","G117","M"
"Prod-1608","start","I","G118","F"
"Prod-902","start","I","G118","F"
"Prod-377","start","S","G118","M"
"Prod-1512","start","S","G118","F"
"Prod-1228","start","S","G118","F"
"Prod-104","start","S","G118","F"
"Prod-1135","start","S","G118","M"
"Prod-1387","start","S","G118","F"
"Prod-85","start","S","G118","M"
"Prod-818","start","S","G118","F"
"Prod-1423","start","I","G119","F"
"Prod-1142","start","I","G119","F"
"Prod-1838","start","S","G119","M"
"Prod-1552","start","S","G119","F"
"Prod-973","start","S","G119","M"
"Prod-1394","start","S","G119","M"
"Prod-384","start","S","G119","M"
"Prod-1205","start","S","G119","M"
"Prod-1911","start","S","G119","M"
"Prod-222","start","S","G119","M"
"Prod-1961","start","I","G120","F"
"Prod-459","start","I","G120","F"
"Prod-227","start","S","G120","M"
"Prod-403","start","S","G120","F"
"Prod-1982","start","S","G120","M"
"Prod-118","start","S","G120","M"
"Prod-631","start","S","G120","F"
"Prod-1804","start","S","G120","M"
"Prod-726","start","S","G120","M"
"Prod-1091","start","S","G120","F"
"Prod-1534","start","I","G121","M"
"Prod-1413","start","I","G121","M"
"Prod-1307","start","S","G121","M"
"Prod-1031","start","S","G121","M"
"Prod-1796","start","S","G121","M"
"Prod-13","start","S","G121","F"
"Prod-80","start","S","G121","F"
"Prod-1894","start","S","G121","M"
"Prod-87","start","S","G121","F"
"Prod-705","start","S","G121","M"
"Prod-223","start","I","G122","M"
"Prod-1833","start","I","G122","M"
"Prod-1140","start","S","G122","M"
"Prod-1134","start","S","G122","F"
"Prod-605","start","S","G122","M"
"Prod-1264","start","S","G122","F"
"Prod-1409","start","S","G122","M"
"Prod-786","start","S","G122","F"
"Prod-1835","start","S","G122","F"
"Prod-690","start","S","G122","F"
"Prod-986","start","I","G123","M"
"Prod-724","start","I","G123","F"
"Prod-1733","start","S","G123","F"
"Prod-279","start","S","G123","F"
"Prod-1954","start","S","G123","F"
"Prod-1867","start","S","G123","F"
"Prod-1025","start","S","G123","F"
"Prod-1860","start","S","G123","M"
"Prod-1659","start","S","G123","M"
"Prod-1283","start","S","G123","F"
"Prod-945","start","I","G124","M"
"Prod-113","start","I","G124","M"
"Prod-1908","start","S","G124","M"
"Prod-550","start","S","G124","F"
"Prod-361","start","S","G124","F"
"Prod-751","start","S","G124","M"
"Prod-421","start","S","G124","M"
"Prod-1346","start","S","G124","M"
"Prod-806","start","S","G124","M"
"Prod-1119","start","S","G124","M"
"Prod-350","start","I","G125","F"
"Prod-695","start","I","G125","M"
"Prod-1651","start","S","G125","M"
"Prod-1458","start","S","G125","F"
"Prod-1528","start","S","G125","F"
"Prod-1664","start","S","G125","F"
"Prod-92","start","S","G125","F"
"Prod-1154","start","S","G125","M"
"Prod-1884","start","S","G125","M"
"Prod-1538","start","S","G125","M"
"Prod-1675","start","I","G126","M"
"Prod-1169","start","I","G126","F"
"Prod-225","start","S","G126","M"
"Prod-597","start","S","G126","F"
"Prod-1420","start","S","G126","F"
"Prod-1589","start","S","G126","F"
"Prod-97","start","S","G126","F"
"Prod-1030","start","S","G126","M"
"Prod-1410","start","S","G126","F"
"Prod-206","start","S","G126","M"
"Prod-856","start","I","G127","F"
"Prod-1885","start","I","G127","M"
"Prod-851","start","S","G127","M"
"Prod-1618","start","S","G127","F"
"Prod-769","start","S","G127","F"
"Prod-740","start","S","G127","F"
"Prod-1343","start","S","G127","F"
"Prod-1434","start","S","G127","F"
"Prod-1289","start","S","G127","F"
"Prod-1374","start","S","G127","F"
"Prod-1678","start","I","G128","M"
"Prod-1828","start","I","G128","F"
"Prod-807","start","S","G128","M"
"Prod-1738","start","S","G128","M"
"Prod-478","start","S","G128","F"
"Prod-991","start","S","G128","F"
"Prod-756","start","S","G128","M"
"Prod-60","start","S","G128","F"
"Prod-648","start","S","G128","F"
"Prod-242","start","S","G128","M"
"Prod-704","start","I","G129","F"
"Prod-1362","start","I","G129","M"
"Prod-190","start","S","G129","F"
"Prod-1347","start","S","G129","M"
"Prod-1888","start","S","G129","M"
"Prod-928","start","S","G129","M"
"Prod-1263","start","S","G129","M"
"Prod-1201","start","S","G129","F"
"Prod-1172","start","S","G129","M"
"Prod-315","start","S","G129","M"
"Prod-852","start","I","G130","M"
"Prod-416","start","I","G130","M"
"Prod-1920","start","S","G130","F"
"Prod-1816","start","S","G130","F"
"Prod-1348","start","S","G130","M"
"Prod-1340","start","S","G130","M"
"Prod-1235","start","S","G130","M"
"Prod-922","start","S","G130","F"
"Prod-538","start","S","G130","M"
"Prod-1662","start","S","G130","M"
"Prod-159","start","I","G131","F"
"Prod-910","start","I","G131","F"
"Prod-656","start","S","G131","F"
"Prod-596","start","S","G131","F"
"Prod-1350","start","S","G131","M"
"Prod-779","start","S","G131","M"
"Prod-1149","start","S","G131","M"
"Prod-307","start","S","G131","M"
"Prod-1889","start","S","G131","F"
"Prod-1361","start","S","G131","M"
"Prod-6","start","I","G132","F"
"Prod-1456","start","I","G132","M"
"Prod-572","start","S","G132","M"
"Prod-1559","start","S","G132","M"
"Prod-1612","start","S","G132","M"
"Prod-445","start","S","G132","F"
"Prod-1363","start","S","G132","F"
"Prod-294","start","S","G132","M"
"Prod-429","start","S","G132","M"
"Prod-942","start","S","G132","F"
"Prod-460","start","I","G133","F"
"Prod-437","start","I","G133","M"
"Prod-1461","start","S","G133","F"
"Prod-964","start","S","G133","M"
"Prod-1171","start","S","G133","F"
"Prod-1342","start","S","G133","F"
"Prod-306","start","S","G133","F"
"Prod-1475","start","S","G133","F"
"Prod-1545","start","S","G133","M"
"Prod-738","start","S","G133","F"
"Prod-256","start","I","G134","M"
"Prod-1799","start","I","G134","M"
"Prod-1548","start","S","G134","M"
"Prod-452","start","S","G134","F"
"Prod-1729","start","S","G134","M"
"Prod-111","start","S","G134","F"
"Prod-35","start","S","G134","F"
"Prod-630","start","S","G134","M"
"Prod-1530","start","S","G134","F"
"Prod-1657","start","S","G134","F"
"Prod-1958","start","I","G135","M"
"Prod-1422","start","I","G135","M"
"Prod-90","start","S","G135","M"
"Prod-38","start","S","G135","F"
"Prod-10","start","S","G135","M"
"Prod-1311","start","S","G135","F"
"Prod-212","start","S","G135","F"
"Prod-1312","start","S","G135","F"
"Prod-1686","start","S","G135","M"
"Prod-723","start","S","G135","F"
"Prod-967","start","I","G136","F"
"Prod-638","start","I","G136","M"
"Prod-1114","start","S","G136","M"
"Prod-363","start","S","G136","F"
"Prod-436","start","S","G136","F"
"Prod-480","start","S","G136","F"
"Prod-1787","start","S","G136","M"
"Prod-1595","start","S","G136","M"
"Prod-527","start","S","G136","F"
"Prod-1383","start","S","G136","F"
"Prod-406","start","I","G137","F"
"Prod-951","start","I","G137","M"
"Prod-1344","start","S","G137","M"
"Prod-1463","start","S","G137","F"
"Prod-1692","start","S","G137","M"
"Prod-1118","start","S","G137","F"
"Prod-1900","start","S","G137","F"
"Prod-1399","start","S","G137","M"
"Prod-823","start","S","G137","M"
"Prod-362","start","S","G137","F"
"Prod-1917","start","I","G138","M"
"Prod-332","start","I","G138","M"
"Prod-1241","start","S","G138","M"
"Prod-1152","start","S","G138","F"
"Prod-1380","start","S","G138","F"
"Prod-401","start","S","G138","F"
"Prod-1997","start","S","G138","F"
"Prod-1316","start","S","G138","M"
"Prod-230","start","S","G138","F"
"Prod-1975","start","S","G138","M"
"Prod-20","start","I","G139","F"
"Prod-1033","start","I","G139","F"
"Prod-1834","start","S","G139","M"
"Prod-1355","start","S","G139","M"
"Prod-157","start","S","G139","F"
"Prod-832","start","S","G139","M"
"Prod-1807","start","S","G139","M"
"Prod-1640","start","S","G139","F"
"Prod-63","start","S","G139","M"
"Prod-1281","start","S","G139","F"
"Prod-604","start","I","G140","M"
"Prod-1677","start","I","G140","F"
"Prod-1808","start","S","G140","M"
"Prod-1006","start","S","G140","F"
"Prod-229","start","S","G140","M"
"Prod-1098","start","S","G140","M"
"Prod-619","start","S","G140","F"
"Prod-992","start","S","G140","F"
"Prod-61","start","S","G140","F"
"Prod-1585","start","S","G140","M"
"Prod-778","start","I","G141","M"
"Prod-1625","start","I","G141","F"
"Prod-1298","start","S","G141","F"
"Prod-69","start","S","G141","F"
"Prod-519","start","S","G141","F"
"Prod-388","start","S","G141","M"
"Prod-419","start","S","G141","F"
"Prod-780","start","S","G141","F"
"Prod-291","start","S","G141","M"
"Prod-988","start","S","G141","F"
"Prod-423","start","I","G142","F"
"Prod-217","start","I","G142","F"
"Prod-455","start","S","G142","F"
"Prod-298","start","S","G142","M"
"Prod-1633","start","S","G142","F"
"Prod-1696","start","S","G142","F"
"Prod-1628","start","S","G142","F"
"Prod-1967","start","S","G142","M"
"Prod-523","start","S","G142","M"
"Prod-264","start","S","G142","F"
"Prod-444","start","I","G143","M"
"Prod-43","start","I","G143","F"
"Prod-413","start","S","G143","F"
"Prod-892","start","S","G143","M"
"Prod-1762","start","S","G143","F"
"Prod-1012","start","S","G143","F"
"Prod-1955","start","S","G143","M"
"Prod-482","start","S","G143","M"
"Prod-1936","start","S","G143","F"
"Prod-7","start","S","G143","F"
"Prod-176","start","I","G144","F"
"Prod-794","start","I","G144","F"
"Prod-122","start","S","G144","M"
"Prod-1504","start","S","G144","M"
"Prod-1084","start","S","G144","M"
"Prod-1598","start","S","G144","M"
"Prod-498","start","S","G144","F"
"Prod-1028","start","S","G144","M"
"Prod-66","start","S","G144","M"
"Prod-888","start","S","G144","M"
"Prod-383","start","I","G145","M"
"Prod-1261","start","I","G145","M"
"Prod-1939","start","S","G145","M"
"Prod-68","start","S","G145","F"
"Prod-1474","start","S","G145","F"
"Prod-1440","start","S","G145","M"
"Prod-1016","start","S","G145","F"
"Prod-580","start","S","G145","F"
"Prod-343","start","S","G145","F"
"Prod-1288","start","S","G145","F"
"Prod-253","start","I","G146","F"
"Prod-1330","start","I","G146","F"
"Prod-1743","start","S","G146","M"
"Prod-1000","start","S","G146","F"
"Prod-1752","start","S","G146","M"
"Prod-321","start","S","G146","M"
"Prod-1244","start","S","G146","F"
"Prod-1182","start","S","G146","F"
"Prod-985","start","S","G146","F"
"Prod-1074","start","S","G146","M"
"Prod-335","start","I","G147","M"
"Prod-1199","start","I","G147","M"
"Prod-1913","start","S","G147","F"
"Prod-568","start","S","G147","F"
"Prod-1271","start","S","G147","F"
"Prod-94","start","S","G147","F"
"Prod-270","start","S","G147","F"
"Prod-1783","start","S","G147","F"
"Prod-1722","start","S","G147","F"
"Prod-397","start","S","G147","M"
"Prod-244","start","I","G148","F"
"Prod-1147","start","I","G148","M"
"Prod-300","start","S","G148","F"
"Prod-581","start","S","G148","F"
"Prod-330","start","S","G148","F"
"Prod-354","start","S","G148","F"
"Prod-1260","start","S","G148","F"
"Prod-1753","start","S","G148","M"
"Prod-152","start","S","G148","M"
"Prod-1052","start","S","G148","M"
"Prod-1925","start","I","G149","M"
"Prod-915","start","I","G149","F"
"Prod-412","start","S","G149","M"
"Prod-51","start","S","G149","M"
"Prod-1210","start","S","G149","M"
"Prod-516","start","S","G149","M"
"Prod-1207","start","S","G149","F"
"Prod-265","start","S","G149","F"
"Prod-1262","start","S","G149","F"
"Prod-1306","start","S","G149","F"
"Prod-1392","start","I","G150","F"
"Prod-984","start","I","G150","M"
"Prod-1998","start","S","G150","F"
"Prod-997","start","S","G150","F"
"Prod-278","start","S","G150","M"
"Prod-282","start","S","G150","F"
"Prod-920","start","S","G150","M"
"Prod-339","start","S","G150","M"
"Prod-404","start","S","G150","F"
"Prod-1815","start","S","G150","M"
"Prod-325","start","I","G151","M"
"Prod-1525","start","I","G151","M"
"Prod-1464","start","S","G151","F"
"Prod-544","start","S","G151","M"
"Prod-1643","start","S","G151","M"
"Prod-754","start","S","G151","M"
"Prod-1979","start","S","G151","M"
"Prod-1754","start","S","G151","F"
"Prod-1269","start","S","G151","M"
"Prod-1701","start","S","G151","M"
"Prod-179","start","I","G152","F"
"Prod-976","start","I","G152","F"
"Prod-781","start","S","G152","F"
"Prod-1824","start","S","G152","M"
"Prod-1130","start","S","G152","M"
"Prod-1583","start","S","G152","F"
"Prod-914","start","S","G152","F"
"Prod-1945","start","S","G152","F"
"Prod-1093","start","S","G152","F"
"Prod-764","start","S","G152","F"
"Prod-1468","start","I","G153","M"
"Prod-1704","start","I","G153","F"
"Prod-834","start","S","G153","M"
"Prod-322","start","S","G153","M"
"Prod-396","start","S","G153","M"
"Prod-1924","start","S","G153","F"
"Prod-386","start","S","G153","F"
"Prod-680","start","S","G153","F"
"Prod-475","start","S","G153","F"
"Prod-665","start","S","G153","M"
"Prod-906","start","I","G154","F"
"Prod-1063","start","I","G154","M"
"Prod-1690","start","S","G154","M"
"Prod-1940","start","S","G154","M"
"Prod-17","start","S","G154","F"
"Prod-557","start","S","G154","M"
"Prod-556","start","S","G154","F"
"Prod-504","start","S","G154","F"
"Prod-692","start","S","G154","F"
"Prod-682","start","S","G154","F"
"Prod-1042","start","I","G155","F"
"Prod-894","start","I","G155","M"
"Prod-1944","start","S","G155","M"
"Prod-961","start","S","G155","F"
"Prod-820","start","S","G155","M"
"Prod-1323","start","S","G155","M"
"Prod-1825","start","S","G155","F"
"Prod-899","start","S","G155","M"
"Prod-221","start","S","G155","M"
"Prod-288","start","S","G155","F"
"Prod-1639","start","I","G156","M"
"Prod-1435","start","I","G156","M"
"Prod-183","start","S","G156","M"
"Prod-1449","start","S","G156","M"
"Prod-1544","start","S","G156","F"
"Prod-1032","start","S","G156","M"
"Prod-669","start","S","G156","F"
"Prod-324","start","S","G156","M"
"Prod-145","start","S","G156","M"
"Prod-1191","start","S","G156","M"
"Prod-499","start","I","G157","M"
"Prod-442","start","I","G157","F"
"Prod-1863","start","S","G157","F"
"Prod-184","start","S","G157","F"
"Prod-813","start","S","G157","M"
"Prod-213","start","S","G157","M"
"Prod-1426","start","S","G157","M"
"Prod-1225","start","S","G157","F"
"Prod-1698","start","S","G157","M"
"Prod-5","start","S","G157","M"
"Prod-1819","start","I","G158","F"
"Prod-1161","start","I","G158","F"
"Prod-551","start","S","G158","M"
"Prod-503","start","S","G158","M"
"Prod-761","start","S","G158","F"
"Prod-148","start","S","G158","F"
"Prod-1653","start","S","G158","F"
"Prod-1532","start","S","G158","M"
"Prod-500","start","S","G158","F"
"Prod-884","start","S","G158","M"
"Prod-1388","start","I","G159","F"
"Prod-1724","start","I","G159","M"
"Prod-566","start","S","G159","M"
"Prod-1728","start","S","G159","M"
"Prod-1083","start","S","G159","F"
"Prod-711","start","S","G159","M"
"Prod-1784","start","S","G159","M"
"Prod-333","start","S","G159","F"
"Prod-1727","start","S","G159","M"
"Prod-575","start","S","G159","M"
"Prod-972","start","I","G160","M"
"Prod-1870","start","I","G160","F"
"Prod-1364","start","S","G160","M"
"Prod-359","start","S","G160","F"
"Prod-1739","start","S","G160","M"
"Prod-512","start","S","G160","F"
