"l","l'",Value
"Buenos-Aires","Huanggang","0.00259299"
"Buenos-Aires","Maoming","0.00273417"
"Buenos-Aires","Nanchong","0.00269503"
"Buenos-Aires","Zunyi","0.00270655"
"Buenos-Aires","Qujing","0.00276558"
"Buenos-Aires","Baghdad","0.00380659"
"Buenos-Aires","Xinyang","0.00258905"
"Osaka","Tokyo","0.109766"
"Osaka","Jakarta","0.00908327"
"Osaka","Delhi","0.00904944"
"Osaka","Manila","0.0183911"
"Osaka","Sao-Paulo","0.00265913"
"Osaka","Seoul","0.057373"
"Osaka","Mumbai","0.00781995"
"Osaka","Shanghai","0.0353725"
"Osaka","Mexico-City","0.00426312"
"Osaka","Guangzhou","0.0195433"
"Osaka","Cairo","0.00534696"
"Osaka","Beijing","0.0273971"
"Osaka","New-York","0.00448297"
"Osaka","Kolkata","0.0104291"
"Osaka","Moscow","0.00677591"
"Osaka","Bangkok","0.011743"
"Osaka","Dhaka","0.0109867"
"Osaka","Buenos-Aires","0.00265952"
"Osaka","Lagos","0.00376843"
"Osaka","Istanbul","0.00568969"
"Osaka","Karachi","0.0075506"
"Osaka","Kinshasa","0.00382751"
"Osaka","Shenzhen","0.0197397"
"Osaka","Bangalore","0.00791427"
"Osaka","Ho-Chi-Minh-City","0.0125045"
"Osaka","Tehran","0.00673621"
"Osaka","Los-Angeles","0.00542136"
"Osaka","Rio-de-Janeiro","0.00266785"
"Osaka","Chengdu","0.0166097"
"Osaka","Baoding","0.026568"
"Osaka","Chennai","0.00823878"
"Osaka","Lahore","0.00883085"
"Osaka","London","0.0052401"
"Osaka","Paris","0.00516744"
"Osaka","Tianjin","0.028726"
"Osaka","Linyi","0.0310706"
"Osaka","Shijiazhuang","0.0255609"
"Osaka","Zhengzhou","0.0245393"
"Osaka","Nanyang","0.0230293"
"Osaka","Hyderabad","0.00836321"
"Osaka","Wuhan","0.0240291"
"Osaka","Handan","0.0256234"
"Osaka","Nagoya","0.262539"
"Osaka","Weifang","0.0324529"
"Osaka","Lima","0.00313846"
"Osaka","Zhoukou","0.0254406"
"Osaka","Luanda","0.00369134"
"Osaka","Ganzhou","0.0222193"
"Osaka","Tongshan","0.0290207"
"Osaka","Kuala-Lumpur","0.010005"
"Osaka","Chicago","0.00477051"
"Osaka","Heze","0.0267117"
"Osaka","Chongqing","0.0176924"
"Osaka","Hanoi","0.0150654"
"Osaka","Fuyang","0.026678"
"Osaka","Changsha","0.0217608"
"Osaka","Dongguan","0.0198149"
"Osaka","Jining","0.0282799"
"Osaka","Jinan","0.0289192"
"Osaka","Pune","0.00789227"
"Osaka","Foshan","0.0193977"
"Osaka","Bogota","0.00339966"
"Osaka","Ahmedabad","0.00804998"
"Osaka","Nanjing","0.0307434"
"Osaka","Changchun","0.0358573"
"Osaka","Tangshan","0.0299214"
"Osaka","Cangzhou","0.0284715"
"Osaka","Dar-es-Salaam","0.00452462"
"Osaka","Hefei","0.0282974"
"Osaka","Hong-Kong","0.0196989"
"Osaka","Shaoyang","0.0201895"
"Osaka","Zhanjiang","0.017108"
"Osaka","Shangqiu","0.0268675"
"Osaka","Nantong","0.0348105"
"Osaka","Yancheng","0.0340572"
"Osaka","Nanning","0.0166893"
"Osaka","Hengyang","0.0208738"
"Osaka","Zhumadian","0.0245705"
"Osaka","Shenyang","0.0368024"
"Osaka","Xingtai","0.0255984"
"Osaka","Xi'an","0.0201859"
"Osaka","Santiago","0.00283093"
"Osaka","Yantai","0.0368299"
"Osaka","Riyadh","0.00593753"
"Osaka","Luoyang","0.0232456"
"Osaka","Kunming","0.0148407"
"Osaka","Shangrao","0.0270841"
"Osaka","Hangzhou","0.0319104"
"Osaka","Bijie","0.0165061"
"Osaka","Quanzhou","0.0249195"
"Osaka","Miami","0.0040464"
"Osaka","Wuxi","0.033229"
"Osaka","Huanggang","0.0245983"
"Osaka","Maoming","0.0175502"
"Osaka","Nanchong","0.0177201"
"Osaka","Zunyi","0.0174684"
"Osaka","Qujing","0.0153976"
"Osaka","Baghdad","0.00616496"
"Osaka","Xinyang","0.0243628"
"Lagos","Tokyo","0.00369497"
"Lagos","Jakarta","0.00430524"
"Lagos","Delhi","0.00614469"
"Lagos","Manila","0.00390701"
"Lagos","Sao-Paulo","0.00778621"
"Lagos","Seoul","0.00401484"
"Lagos","Mumbai","0.00651832"
"Lagos","Shanghai","0.00407144"
"Lagos","Mexico-City","0.00449645"
"Lagos","Guangzhou","0.00424634"
"Lagos","Cairo","0.0126038"
"Lagos","Beijing","0.0043444"
"Lagos","New-York","0.00586655"
"Lagos","Kolkata","0.00539512"
"Lagos","Moscow","0.00792734"
"Lagos","Bangkok","0.00469478"
"Lagos","Dhaka","0.00528273"
"Lagos","Buenos-Aires","0.00627947"
"Lagos","Osaka","0.00376843"
"Lagos","Istanbul","0.0107455"
"Lagos","Karachi","0.00704396"
"Lagos","Kinshasa","0.0272468"
"Lagos","Shenzhen","0.00421227"
"Lagos","Bangalore","0.00610533"
"Lagos","Ho-Chi-Minh-City","0.0044031"
"Lagos","Tehran","0.00845272"
"Lagos","Los-Angeles","0.00400759"
"Lagos","Rio-de-Janeiro","0.00823069"
"Lagos","Chengdu","0.00467232"
"Lagos","Baoding","0.00435796"
"Lagos","Chennai","0.00589677"
"Lagos","Lahore","0.00634562"
"Lagos","London","0.00986063"
"Lagos","Paris","0.01049"
"Lagos","Tianjin","0.00430941"
"Lagos","Linyi","0.00421747"
"Lagos","Shijiazhuang","0.00437733"
"Lagos","Zhengzhou","0.00436215"
"Lagos","Nanyang","0.00437906"
"Lagos","Hyderabad","0.00605023"
"Lagos","Wuhan","0.00429071"
"Lagos","Handan","0.00435891"
"Lagos","Nagoya","0.003743"
"Lagos","Weifang","0.00421797"
"Lagos","Lima","0.00544911"
"Lagos","Zhoukou","0.00431567"
"Lagos","Luanda","0.0241612"
"Lagos","Ganzhou","0.00421541"
"Lagos","Tongshan","0.00424232"
"Lagos","Kuala-Lumpur","0.00457332"
"Lagos","Chicago","0.00517099"
"Lagos","Heze","0.00431052"
"Lagos","Chongqing","0.00456354"
"Lagos","Hanoi","0.00451337"
"Lagos","Fuyang","0.00426864"
"Lagos","Changsha","0.00430908"
"Lagos","Dongguan","0.00422808"
"Lagos","Jining","0.00427683"
"Lagos","Jinan","0.00428111"
"Lagos","Pune","0.0064322"
"Lagos","Foshan","0.00425085"
"Lagos","Bogota","0.00580124"
"Lagos","Ahmedabad","0.00653607"
"Lagos","Nanjing","0.00416431"
"Lagos","Changchun","0.00416849"
"Lagos","Tangshan","0.00428775"
"Lagos","Cangzhou","0.00430822"
"Lagos","Dar-es-Salaam","0.0116416"
"Lagos","Hefei","0.00420833"
"Lagos","Hong-Kong","0.00420549"
"Lagos","Shaoyang","0.00435237"
"Lagos","Zhanjiang","0.00433349"
"Lagos","Shangqiu","0.00429319"
"Lagos","Nantong","0.00409942"
"Lagos","Yancheng","0.00414083"
"Lagos","Nanning","0.00442888"
"Lagos","Hengyang","0.00430874"
"Lagos","Zhumadian","0.00432811"
"Lagos","Shenyang","0.00417695"
"Lagos","Xingtai","0.00436536"
"Lagos","Xi'an","0.0045221"
"Lagos","Santiago","0.00555734"
"Lagos","Yantai","0.00416539"
"Lagos","Riyadh","0.0098394"
"Lagos","Luoyang","0.00440258"
"Lagos","Kunming","0.0046803"
"Lagos","Shangrao","0.00414467"
"Lagos","Hangzhou","0.00409833"
"Lagos","Bijie","0.00459124"
"Lagos","Quanzhou","0.00408432"
"Lagos","Miami","0.00548949"
"Lagos","Wuxi","0.0041119"
"Lagos","Huanggang","0.00426938"
"Lagos","Maoming","0.00431826"
"Lagos","Nanchong","0.00459267"
"Lagos","Zunyi","0.00452885"
"Lagos","Qujing","0.00463712"
"Lagos","Baghdad","0.00957241"
"Lagos","Xinyang","0.0043164"
"Istanbul","Tokyo","0.00555452"
"Istanbul","Jakarta","0.00525964"
"Istanbul","Delhi","0.010869"
"Istanbul","Manila","0.0054555"
"Istanbul","Sao-Paulo","0.00470267"
"Istanbul","Seoul","0.00624518"
"Istanbul","Mumbai","0.0102859"
"Istanbul","Shanghai","0.00621866"
"Istanbul","Mexico-City","0.00435718"
"Istanbul","Guangzhou","0.00629938"
"Istanbul","Cairo","0.0388666"
"Istanbul","Beijing","0.00703524"
"Istanbul","New-York","0.00616176"
"Istanbul","Kolkata","0.00846659"
"Istanbul","Moscow","0.027675"
"Istanbul","Bangkok","0.00664899"
"Istanbul","Dhaka","0.00832992"
"Istanbul","Buenos-Aires","0.00406717"
"Istanbul","Osaka","0.00568969"
"Istanbul","Lagos","0.0107455"
"Istanbul","Karachi","0.0125395"
"Istanbul","Kinshasa","0.00947092"
"Istanbul","Shenzhen","0.00621727"
"Istanbul","Bangalore","0.00879072"
"Istanbul","Ho-Chi-Minh-City","0.00606773"
"Istanbul","Tehran","0.0239393"
"Istanbul","Los-Angeles","0.00451708"
"Istanbul","Rio-de-Janeiro","0.00484119"
"Istanbul","Chengdu","0.00745079"
"Istanbul","Baoding","0.00703989"
"Istanbul","Chennai","0.00848277"
"Istanbul","Lahore","0.0118976"
"Istanbul","London","0.0196122"
"Istanbul","Paris","0.0216995"
"Istanbul","Tianjin","0.00693452"
"Istanbul","Linyi","0.00662312"
"Istanbul","Shijiazhuang","0.00706193"
"Istanbul","Zhengzhou","0.00692848"
"Istanbul","Nanyang","0.00690804"
"Istanbul","Hyderabad","0.00919761"
"Istanbul","Wuhan","0.00664263"
"Istanbul","Handan","0.00697824"
"Istanbul","Nagoya","0.00564394"
"Istanbul","Weifang","0.00666725"
"Istanbul","Lima","0.00407465"
"Istanbul","Zhoukou","0.00679226"
"Istanbul","Luanda","0.00858799"
"Istanbul","Ganzhou","0.00633657"
"Istanbul","Tongshan","0.00665429"
"Istanbul","Kuala-Lumpur","0.00596365"
"Istanbul","Chicago","0.00563793"
"Istanbul","Heze","0.00682989"
"Istanbul","Chongqing","0.00716845"
"Istanbul","Hanoi","0.00669482"
"Istanbul","Fuyang","0.00667007"
"Istanbul","Changsha","0.00659818"
"Istanbul","Dongguan","0.00626363"
"Istanbul","Jining","0.00676101"
"Istanbul","Jinan","0.0068055"
"Istanbul","Pune","0.0100411"
"Istanbul","Foshan","0.00630394"
"Istanbul","Bogota","0.00462812"
"Istanbul","Ahmedabad","0.0109583"
"Istanbul","Nanjing","0.00642929"
"Istanbul","Changchun","0.00669865"
"Istanbul","Tangshan","0.00689623"
"Istanbul","Cangzhou","0.00691019"
"Istanbul","Dar-es-Salaam","0.00914117"
"Istanbul","Hefei","0.00651395"
"Istanbul","Hong-Kong","0.00619722"
"Istanbul","Shaoyang","0.00664862"
"Istanbul","Zhanjiang","0.00638231"
"Istanbul","Shangqiu","0.00676829"
"Istanbul","Nantong","0.00629591"
"Istanbul","Yancheng","0.0064174"
"Istanbul","Nanning","0.0066193"
"Istanbul","Hengyang","0.00655127"
"Istanbul","Zhumadian","0.00679834"
"Istanbul","Shenyang","0.00668439"
"Istanbul","Xingtai","0.00700622"
"Istanbul","Xi'an","0.007268"
"Istanbul","Santiago","0.00380138"
"Istanbul","Yantai","0.00656817"
"Istanbul","Riyadh","0.0199862"
"Istanbul","Luoyang","0.00701477"
"Istanbul","Kunming","0.00719776"
"Istanbul","Shangrao","0.0062854"
"Istanbul","Hangzhou","0.00624721"
"Istanbul","Bijie","0.0071267"
"Istanbul","Quanzhou","0.00606536"
"Istanbul","Miami","0.0051758"
"Istanbul","Wuxi","0.00630998"
"Istanbul","Huanggang","0.00659476"
"Istanbul","Maoming","0.00637344"
"Istanbul","Nanchong","0.00728408"
"Istanbul","Zunyi","0.00701803"
"Istanbul","Qujing","0.0071353"
"Istanbul","Baghdad","0.0301392"
"Istanbul","Xinyang","0.00674612"
"Karachi","Tokyo","0.00715675"
"Karachi","Jakarta","0.00897099"
"Karachi","Delhi","0.0435673"
"Karachi","Manila","0.0086543"
"Karachi","Sao-Paulo","0.00373"
"Karachi","Seoul","0.00857866"
"Karachi","Mumbai","0.0536043"
"Karachi","Shanghai","0.00927748"
"Karachi","Mexico-City","0.00335195"
"Karachi","Guangzhou","0.0105716"
"Karachi","Cairo","0.0138421"
"Karachi","Beijing","0.0101793"
"Karachi","New-York","0.00426132"
"Karachi","Kolkata","0.0223566"
"Karachi","Moscow","0.0118204"
"Karachi","Bangkok","0.0132821"
"Karachi","Dhaka","0.0206576"
"Karachi","Buenos-Aires","0.00339071"
"Karachi","Osaka","0.0075506"
"Karachi","Lagos","0.00704396"
"Karachi","Istanbul","0.0125395"
"Karachi","Kinshasa","0.0076853"
"Karachi","Shenzhen","0.010366"
"Karachi","Bangalore","0.0281594"
"Karachi","Ho-Chi-Minh-City","0.0110998"
"Karachi","Tehran","0.0254096"
"Karachi","Los-Angeles","0.00370849"
"Karachi","Rio-de-Janeiro","0.00383204"
"Karachi","Chengdu","0.0133844"
"Karachi","Baoding","0.0103651"
"Karachi","Chennai","0.025502"
"Karachi","Lahore","0.0461387"
"Karachi","London","0.00786279"
"Karachi","Paris","0.0080944"
"Karachi","Tianjin","0.0100516"
"Karachi","Linyi","0.00986596"
"Karachi","Shijiazhuang","0.0105651"
"Karachi","Zhengzhou","0.010773"
"Karachi","Nanyang","0.0110222"
"Karachi","Hyderabad","0.0333068"
"Karachi","Wuhan","0.0106077"
"Karachi","Handan","0.0105888"
"Karachi","Nagoya","0.00741113"
"Karachi","Weifang","0.00974033"
"Karachi","Lima","0.003119"
"Karachi","Zhoukou","0.0105672"
"Karachi","Luanda","0.00716882"
"Karachi","Ganzhou","0.0103309"
"Karachi","Tongshan","0.0100712"
"Karachi","Kuala-Lumpur","0.0111661"
"Karachi","Chicago","0.00409666"
"Karachi","Heze","0.0104096"
"Karachi","Chongqing","0.0125879"
"Karachi","Hanoi","0.0123885"
"Karachi","Fuyang","0.0103262"
"Karachi","Changsha","0.0108442"
"Karachi","Dongguan","0.010459"
"Karachi","Jining","0.0101914"
"Karachi","Jinan","0.0101122"
"Karachi","Pune","0.0476997"
"Karachi","Foshan","0.0106008"
"Karachi","Bogota","0.00339355"
"Karachi","Ahmedabad","0.0767525"
"Karachi","Nanjing","0.00975566"
"Karachi","Changchun","0.00882612"
"Karachi","Tangshan","0.00988052"
"Karachi","Cangzhou","0.0101253"
"Karachi","Dar-es-Salaam","0.010692"
"Karachi","Hefei","0.010026"
"Karachi","Hong-Kong","0.0103261"
"Karachi","Shaoyang","0.0111694"
"Karachi","Zhanjiang","0.0111332"
"Karachi","Shangqiu","0.010367"
"Karachi","Nantong","0.00938965"
"Karachi","Yancheng","0.00953941"
"Karachi","Nanning","0.0117888"
"Karachi","Hengyang","0.0108915"
"Karachi","Zhumadian","0.0106933"
"Karachi","Shenyang","0.00906978"
"Karachi","Xingtai","0.0105864"
"Karachi","Xi'an","0.011895"
"Karachi","Santiago","0.0031495"
"Karachi","Yantai","0.00939018"
"Karachi","Riyadh","0.0238315"
"Karachi","Luoyang","0.0110423"
"Karachi","Kunming","0.0137434"
"Karachi","Shangrao","0.0098187"
"Karachi","Hangzhou","0.00947289"
"Karachi","Bijie","0.0129277"
"Karachi","Quanzhou","0.00958007"
"Karachi","Miami","0.00372491"
"Karachi","Wuxi","0.00948253"
"Karachi","Huanggang","0.0104805"
"Karachi","Maoming","0.0110358"
"Karachi","Nanchong","0.0127279"
"Karachi","Zunyi","0.0124197"
"Karachi","Qujing","0.0133653"
"Karachi","Baghdad","0.020553"
"Karachi","Xinyang","0.0106773"
"Kinshasa","Tokyo","0.00372838"
"Kinshasa","Jakarta","0.00491438"
"Kinshasa","Delhi","0.00657646"
"Kinshasa","Manila","0.00421467"
"Kinshasa","Sao-Paulo","0.00713078"
"Kinshasa","Seoul","0.00408022"
"Kinshasa","Mumbai","0.00728626"
"Kinshasa","Shanghai","0.00422223"
"Kinshasa","Mexico-City","0.00391267"
"Kinshasa","Guangzhou","0.00452153"
"Kinshasa","Cairo","0.0118161"
"Kinshasa","Beijing","0.00442008"
"Kinshasa","New-York","0.0048509"
"Kinshasa","Kolkata","0.00587055"
"Kinshasa","Moscow","0.00710639"
"Kinshasa","Bangkok","0.00517834"
"Kinshasa","Dhaka","0.00571783"
"Kinshasa","Buenos-Aires","0.00602859"
"Kinshasa","Osaka","0.00382751"
"Kinshasa","Lagos","0.0272468"
"Kinshasa","Istanbul","0.00947092"
"Kinshasa","Karachi","0.0076853"
"Kinshasa","Shenzhen","0.00448883"
"Kinshasa","Bangalore","0.00695409"
"Kinshasa","Ho-Chi-Minh-City","0.00485834"
"Kinshasa","Tehran","0.00850874"
"Kinshasa","Los-Angeles","0.00350607"
"Kinshasa","Rio-de-Janeiro","0.00751428"
"Kinshasa","Chengdu","0.00490982"
"Kinshasa","Baoding","0.00444852"
"Kinshasa","Chennai","0.00668664"
"Kinshasa","Lahore","0.00671019"
"Kinshasa","London","0.0077761"
"Kinshasa","Paris","0.00820172"
"Kinshasa","Tianjin","0.00439129"
"Kinshasa","Linyi","0.00434064"
"Kinshasa","Shijiazhuang","0.00448068"
"Kinshasa","Zhengzhou","0.0045069"
"Kinshasa","Nanyang","0.0045487"
"Kinshasa","Hyderabad","0.00676957"
"Kinshasa","Wuhan","0.00447989"
"Kinshasa","Handan","0.004479"
"Kinshasa","Nagoya","0.00379289"
"Kinshasa","Weifang","0.0043204"
"Kinshasa","Lima","0.00489624"
"Kinshasa","Zhoukou","0.00446934"
"Kinshasa","Luanda","0.0831637"
"Kinshasa","Ganzhou","0.00445262"
"Kinshasa","Tongshan","0.00437869"
"Kinshasa","Kuala-Lumpur","0.00516347"
"Kinshasa","Chicago","0.00436513"
"Kinshasa","Heze","0.00444291"
"Kinshasa","Chongqing","0.00480302"
"Kinshasa","Hanoi","0.00486154"
"Kinshasa","Fuyang","0.00442559"
"Kinshasa","Changsha","0.00453114"
"Kinshasa","Dongguan","0.00450117"
"Kinshasa","Jining","0.00440305"
"Kinshasa","Jinan","0.00439168"
"Kinshasa","Pune","0.00720023"
"Kinshasa","Foshan","0.00452803"
"Kinshasa","Bogota","0.00498594"
"Kinshasa","Ahmedabad","0.0071795"
"Kinshasa","Nanjing","0.00431778"
"Kinshasa","Changchun","0.00417461"
"Kinshasa","Tangshan","0.00436113"
"Kinshasa","Cangzhou","0.00440084"
"Kinshasa","Dar-es-Salaam","0.0184062"
"Kinshasa","Hefei","0.00437019"
"Kinshasa","Hong-Kong","0.00448361"
"Kinshasa","Shaoyang","0.00459302"
"Kinshasa","Zhanjiang","0.00464755"
"Kinshasa","Shangqiu","0.00443383"
"Kinshasa","Nantong","0.00424449"
"Kinshasa","Yancheng","0.00427456"
"Kinshasa","Nanning","0.00473878"
"Kinshasa","Hengyang","0.00454721"
"Kinshasa","Zhumadian","0.00449167"
"Kinshasa","Shenyang","0.00421052"
"Kinshasa","Xingtai","0.00448022"
"Kinshasa","Xi'an","0.00469142"
"Kinshasa","Santiago","0.00530803"
"Kinshasa","Yantai","0.0042528"
"Kinshasa","Riyadh","0.0105702"
"Kinshasa","Luoyang","0.00455321"
"Kinshasa","Kunming","0.00500032"
"Kinshasa","Shangrao","0.0043392"
"Kinshasa","Hangzhou","0.00426412"
"Kinshasa","Bijie","0.0048659"
"Kinshasa","Quanzhou","0.00431112"
"Kinshasa","Miami","0.00462136"
"Kinshasa","Wuxi","0.0042638"
"Kinshasa","Huanggang","0.00445734"
"Kinshasa","Maoming","0.00462386"
"Kinshasa","Nanchong","0.00481841"
"Kinshasa","Zunyi","0.00478906"
"Kinshasa","Qujing","0.00494384"
"Kinshasa","Baghdad","0.0095439"
"Kinshasa","Xinyang","0.0044894"
"Shenzhen","Tokyo","0.0170561"
"Shenzhen","Jakarta","0.0149626"
"Shenzhen","Delhi","0.0131879"
"Shenzhen","Manila","0.0418447"
"Shenzhen","Sao-Paulo","0.00276437"
"Shenzhen","Seoul","0.0234858"
"Shenzhen","Mumbai","0.011536"
"Shenzhen","Shanghai","0.0397354"
"Shenzhen","Mexico-City","0.00352889"
"Shenzhen","Guangzhou","0.322854"
"Shenzhen","Cairo","0.00611936"
"Shenzhen","Beijing","0.0250745"
"Shenzhen","New-York","0.00385029"
"Shenzhen","Kolkata","0.0186231"
"Shenzhen","Moscow","0.00697925"
"Shenzhen","Bangkok","0.0280841"
"Shenzhen","Dhaka","0.0202413"
"Shenzhen","Buenos-Aires","0.00269761"
"Shenzhen","Osaka","0.0197397"
"Shenzhen","Lagos","0.00421227"
"Shenzhen","Istanbul","0.00621727"
"Shenzhen","Karachi","0.010366"
"Shenzhen","Kinshasa","0.00448883"
"Shenzhen","Bangalore","0.0123669"
"Shenzhen","Ho-Chi-Minh-City","0.0317846"
"Shenzhen","Tehran","0.00805679"
"Shenzhen","Los-Angeles","0.00428304"
"Shenzhen","Rio-de-Janeiro","0.00281949"
"Shenzhen","Chengdu","0.0359328"
"Shenzhen","Baoding","0.026722"
"Shenzhen","Chennai","0.0132718"
"Shenzhen","Lahore","0.0122396"
"Shenzhen","London","0.00518322"
"Shenzhen","Paris","0.00518124"
"Shenzhen","Tianjin","0.0260264"
"Shenzhen","Linyi","0.0332522"
"Shenzhen","Shijiazhuang","0.0281711"
"Shenzhen","Zhengzhou","0.0354938"
"Shenzhen","Nanyang","0.0408799"
"Shenzhen","Hyderabad","0.0131433"
"Shenzhen","Wuhan","0.0528728"
"Shenzhen","Handan","0.0309443"
"Shenzhen","Nagoya","0.0187176"
"Shenzhen","Weifang","0.0294135"
"Shenzhen","Lima","0.00271585"
"Shenzhen","Zhoukou","0.0389259"
"Shenzhen","Luanda","0.0043337"
"Shenzhen","Ganzhou","0.117095"
"Shenzhen","Tongshan","0.0359934"
"Shenzhen","Kuala-Lumpur","0.0193482"
"Shenzhen","Chicago","0.00397912"
"Shenzhen","Heze","0.0340528"
"Shenzhen","Chongqing","0.0440823"
"Shenzhen","Hanoi","0.0546823"
"Shenzhen","Fuyang","0.0411479"
"Shenzhen","Changsha","0.0725589"
"Shenzhen","Dongguan","0.434834"
"Shenzhen","Jining","0.0333091"
"Shenzhen","Jinan","0.0303686"
"Shenzhen","Pune","0.0117713"
"Shenzhen","Foshan","0.309245"
"Shenzhen","Bogota","0.00295511"
"Shenzhen","Ahmedabad","0.0116613"
"Shenzhen","Nanjing","0.041474"
"Shenzhen","Changchun","0.0189656"
"Shenzhen","Tangshan","0.0251226"
"Shenzhen","Cangzhou","0.0274206"
"Shenzhen","Dar-es-Salaam","0.00567945"
"Shenzhen","Hefei","0.0440483"
"Shenzhen","Hong-Kong","0.635928"
"Shenzhen","Shaoyang","0.0788004"
"Shenzhen","Zhanjiang","0.109876"
"Shenzhen","Shangqiu","0.0361984"
"Shenzhen","Nantong","0.0385158"
"Shenzhen","Yancheng","0.0358104"
"Shenzhen","Nanning","0.0781709"
"Shenzhen","Hengyang","0.0897405"
"Shenzhen","Zhumadian","0.0412836"
"Shenzhen","Shenyang","0.0211552"
"Shenzhen","Xingtai","0.0300072"
"Shenzhen","Xi'an","0.0345324"
"Shenzhen","Santiago","0.00266434"
"Shenzhen","Yantai","0.0271532"
"Shenzhen","Riyadh","0.00730507"
"Shenzhen","Luoyang","0.0355269"
"Shenzhen","Kunming","0.0404077"
"Shenzhen","Shangrao","0.0613541"
"Shenzhen","Hangzhou","0.0453918"
"Shenzhen","Bijie","0.0462798"
"Shenzhen","Quanzhou","0.0859516"
"Shenzhen","Miami","0.00345381"
"Shenzhen","Wuxi","0.0407171"
"Shenzhen","Huanggang","0.05354"
"Shenzhen","Maoming","0.129074"
"Shenzhen","Nanchong","0.0396011"
"Shenzhen","Zunyi","0.0516249"
"Shenzhen","Qujing","0.0437813"
"Shenzhen","Baghdad","0.00727382"
"Shenzhen","Xinyang","0.0447822"
"Bangalore","Tokyo","0.00744153"
"Bangalore","Jakarta","0.0127461"
"Bangalore","Delhi","0.0278581"
"Bangalore","Manila","0.0105653"
"Bangalore","Sao-Paulo","0.00354732"
"Bangalore","Seoul","0.00887152"
"Bangalore","Mumbai","0.0559016"
"Bangalore","Shanghai","0.0100778"
"Bangalore","Mexico-City","0.00304077"
"Bangalore","Guangzhou","0.0125819"
"Bangalore","Cairo","0.00968017"
"Bangalore","Beijing","0.0102535"
"Bangalore","New-York","0.00372713"
"Bangalore","Kolkata","0.0310487"
"Bangalore","Moscow","0.00845904"
"Bangalore","Bangkok","0.0197573"
"Bangalore","Dhaka","0.0269999"
"Bangalore","Buenos-Aires","0.00332541"
"Bangalore","Osaka","0.00791427"
"Bangalore","Lagos","0.00610533"
"Bangalore","Istanbul","0.00879072"
"Bangalore","Karachi","0.0281594"
"Bangalore","Kinshasa","0.00695409"
"Bangalore","Shenzhen","0.0123669"
"Bangalore","Ho-Chi-Minh-City","0.0155405"
"Bangalore","Tehran","0.0135532"
"Bangalore","Los-Angeles","0.00343361"
"Bangalore","Rio-de-Janeiro","0.00363797"
"Bangalore","Chengdu","0.0147039"
"Bangalore","Baoding","0.0105195"
"Bangalore","Chennai","0.146647"
"Bangalore","Lahore","0.0233484"
"Bangalore","London","0.00618485"
"Bangalore","Paris","0.00633059"
"Bangalore","Tianjin","0.010204"
"Bangalore","Linyi","0.0103875"
"Bangalore","Shijiazhuang","0.0107863"
"Bangalore","Zhengzhou","0.0113474"
"Bangalore","Nanyang","0.0118176"
"Bangalore","Hyderabad","0.091499"
"Bangalore","Wuhan","0.0116633"
"Bangalore","Handan","0.0109587"
"Bangalore","Nagoya","0.00774445"
"Bangalore","Weifang","0.010114"
"Bangalore","Lima","0.00288846"
"Bangalore","Zhoukou","0.0112642"
"Bangalore","Luanda","0.00661459"
"Bangalore","Ganzhou","0.0119027"
"Bangalore","Tongshan","0.0106768"
"Bangalore","Kuala-Lumpur","0.0171437"
"Bangalore","Chicago","0.00362691"
"Bangalore","Heze","0.0109274"
"Bangalore","Chongqing","0.0140811"
"Bangalore","Hanoi","0.0157295"
"Bangalore","Fuyang","0.0110873"
"Bangalore","Changsha","0.0122489"
"Bangalore","Dongguan","0.0124325"
"Bangalore","Jining","0.0106894"
"Bangalore","Jinan","0.0104882"
"Bangalore","Pune","0.063748"
"Bangalore","Foshan","0.0126373"
"Bangalore","Bogota","0.00305358"
"Bangalore","Ahmedabad","0.0388652"
"Bangalore","Nanjing","0.0105443"
"Bangalore","Changchun","0.00873722"
"Bangalore","Tangshan","0.0100034"
"Bangalore","Cangzhou","0.0103489"
"Bangalore","Dar-es-Salaam","0.0103755"
"Bangalore","Hefei","0.0108647"
"Bangalore","Hong-Kong","0.0123388"
"Bangalore","Shaoyang","0.0127898"
"Bangalore","Zhanjiang","0.0137087"
"Bangalore","Shangqiu","0.0109685"
"Bangalore","Nantong","0.0101386"
"Bangalore","Yancheng","0.0101863"
"Bangalore","Nanning","0.0144027"
"Bangalore","Hengyang","0.0124879"
"Bangalore","Zhumadian","0.0114721"
"Bangalore","Shenyang","0.00908982"
"Bangalore","Xingtai","0.0109081"
"Bangalore","Xi'an","0.0125213"
"Bangalore","Santiago","0.00309981"
"Bangalore","Yantai","0.00970813"
"Bangalore","Riyadh","0.0141289"
"Bangalore","Luoyang","0.0116283"
"Bangalore","Kunming","0.0166468"
"Bangalore","Shangrao","0.0109654"
"Bangalore","Hangzhou","0.0103822"
"Bangalore","Bijie","0.0149766"
"Bangalore","Quanzhou","0.0110106"
"Bangalore","Miami","0.00330466"
"Bangalore","Wuxi","0.0102791"
"Bangalore","Huanggang","0.0115336"
"Bangalore","Maoming","0.0134828"
"Bangalore","Nanchong","0.0139803"
"Bangalore","Zunyi","0.0142627"
"Bangalore","Qujing","0.0159985"
"Bangalore","Baghdad","0.0121991"
"Bangalore","Xinyang","0.0115559"
"Ho-Chi-Minh-City","Tokyo","0.0114077"
"Ho-Chi-Minh-City","Jakarta","0.025721"
"Ho-Chi-Minh-City","Delhi","0.0135315"
