"ID","t","DS"
"Ind-608",0,"S:0.98|I:0.02"
"Ind-609",0,"S:0.98|I:0.02"
"Ind-610",0,"S:0.98|I:0.02"
"Ind-611",0,"S:0.98|I:0.02"
"Ind-612",0,"S:0.98|I:0.02"
"Ind-613",0,"S:0.98|I:0.02"
"Ind-614",0,"S:0.98|I:0.02"
"Ind-615",0,"S:0.98|I:0.02"
"Ind-616",0,"S:0.98|I:0.02"
"Ind-617",0,"S:0.98|I:0.02"
"Ind-618",0,"S:0.98|I:0.02"
"Ind-619",0,"S:0.98|I:0.02"
"Ind-620",0,"S:0.98|I:0.02"
"Ind-621",0,"S:0.98|I:0.02"
"Ind-622",0,"S:0.98|I:0.02"
"Ind-623",0,"S:0.98|I:0.02"
"Ind-624",0,"S:0.98|I:0.02"
"Ind-625",0,"S:0.98|I:0.02"
"Ind-626",0,"S:0.98|I:0.02"
"Ind-627",0,"S:0.98|I:0.02"
"Ind-628",0,"S:0.98|I:0.02"
"Ind-629",0,"S:0.98|I:0.02"
"Ind-630",0,"S:0.98|I:0.02"
"Ind-631",0,"S:0.98|I:0.02"
"Ind-632",0,"S:0.98|I:0.02"
"Ind-633",0,"S:0.98|I:0.02"
"Ind-634",0,"S:0.98|I:0.02"
"Ind-635",0,"S:0.98|I:0.02"
"Ind-636",0,"S:0.98|I:0.02"
"Ind-637",0,"S:0.98|I:0.02"
"Ind-638",0,"S:0.98|I:0.02"
"Ind-639",0,"S:0.98|I:0.02"
"Ind-640",0,"S:0.98|I:0.02"
"Ind-641",0,"S:0.98|I:0.02"
"Ind-642",0,"S:0.98|I:0.02"
"Ind-643",0,"S:0.98|I:0.02"
"Ind-644",0,"S:0.98|I:0.02"
"Ind-645",0,"S:0.98|I:0.02"
"Ind-646",0,"S:0.98|I:0.02"
"Ind-647",0,"S:0.98|I:0.02"
"Ind-648",0,"S:0.98|I:0.02"
"Ind-649",0,"S:0.98|I:0.02"
"Ind-650",0,"S:0.98|I:0.02"
"Ind-651",0,"S:0.98|I:0.02"
"Ind-652",0,"S:0.98|I:0.02"
"Ind-653",0,"S:0.98|I:0.02"
"Ind-654",0,"S:0.98|I:0.02"
"Ind-655",0,"S:0.98|I:0.02"
"Ind-656",0,"S:0.98|I:0.02"
"Ind-657",0,"S:0.98|I:0.02"
"Ind-658",0,"S:0.98|I:0.02"
"Ind-659",0,"S:0.98|I:0.02"
"Ind-660",0,"S:0.98|I:0.02"
"Ind-661",0,"S:0.98|I:0.02"
"Ind-662",0,"S:0.98|I:0.02"
"Ind-663",0,"S:0.98|I:0.02"
"Ind-664",0,"S:0.98|I:0.02"
"Ind-665",0,"S:0.98|I:0.02"
"Ind-666",0,"S:0.98|I:0.02"
"Ind-667",0,"S:0.98|I:0.02"
"Ind-668",0,"S:0.98|I:0.02"
"Ind-669",0,"S:0.98|I:0.02"
"Ind-670",0,"S:0.98|I:0.02"
"Ind-671",0,"S:0.98|I:0.02"
"Ind-672",0,"S:0.98|I:0.02"
"Ind-673",0,"S:0.98|I:0.02"
"Ind-674",0,"S:0.98|I:0.02"
"Ind-675",0,"S:0.98|I:0.02"
"Ind-676",0,"S:0.98|I:0.02"
"Ind-677",0,"S:0.98|I:0.02"
"Ind-678",0,"S:0.98|I:0.02"
"Ind-679",0,"S:0.98|I:0.02"
"Ind-680",0,"S:0.98|I:0.02"
"Ind-681",0,"S:0.98|I:0.02"
"Ind-682",0,"S:0.98|I:0.02"
"Ind-683",0,"S:0.98|I:0.02"
"Ind-684",0,"S:0.98|I:0.02"
"Ind-685",0,"S:0.98|I:0.02"
"Ind-686",0,"S:0.98|I:0.02"
"Ind-687",0,"I"
"Ind-688",0,"S:0.98|I:0.02"
"Ind-689",0,"S:0.98|I:0.02"
"Ind-690",0,"S:0.98|I:0.02"
"Ind-691",0,"S:0.98|I:0.02"
"Ind-692",0,"S:0.98|I:0.02"
"Ind-693",0,"S:0.98|I:0.02"
"Ind-694",0,"S:0.98|I:0.02"
"Ind-695",0,"S:0.98|I:0.02"
"Ind-696",0,"S:0.98|I:0.02"
"Ind-697",0,"S:0.98|I:0.02"
"Ind-698",0,"S:0.98|I:0.02"
"Ind-699",0,"S:0.98|I:0.02"
"Ind-700",0,"S:0.98|I:0.02"
"Ind-701",0,"S:0.98|I:0.02"
"Ind-702",0,"S:0.98|I:0.02"
"Ind-703",0,"S:0.98|I:0.02"
"Ind-704",0,"S:0.98|I:0.02"
"Ind-705",0,"S:0.98|I:0.02"
"Ind-706",0,"S:0.98|I:0.02"
"Ind-707",0,"S:0.98|I:0.02"
"Ind-708",0,"S:0.98|I:0.02"
"Ind-709",0,"S:0.98|I:0.02"
"Ind-710",0,"S:0.98|I:0.02"
"Ind-711",0,"S:0.98|I:0.02"
"Ind-712",0,"S:0.98|I:0.02"
"Ind-713",0,"S:0.98|I:0.02"
"Ind-714",0,"S:0.98|I:0.02"
"Ind-715",0,"S:0.98|I:0.02"
"Ind-716",0,"S:0.98|I:0.02"
"Ind-717",0,"S:0.98|I:0.02"
"Ind-718",0,"S:0.98|I:0.02"
"Ind-719",0,"S:0.98|I:0.02"
"Ind-720",0,"S:0.98|I:0.02"
"Ind-721",0,"S:0.98|I:0.02"
"Ind-722",0,"S:0.98|I:0.02"
"Ind-723",0,"S:0.98|I:0.02"
"Ind-724",0,"S:0.98|I:0.02"
"Ind-725",0,"S:0.98|I:0.02"
"Ind-726",0,"S:0.98|I:0.02"
"Ind-727",0,"S:0.98|I:0.02"
"Ind-728",0,"S:0.98|I:0.02"
"Ind-729",0,"S:0.98|I:0.02"
"Ind-730",0,"S:0.98|I:0.02"
"Ind-731",0,"S:0.98|I:0.02"
"Ind-732",0,"S:0.98|I:0.02"
"Ind-733",0,"S:0.98|I:0.02"
"Ind-734",0,"S:0.98|I:0.02"
"Ind-735",0,"S:0.98|I:0.02"
"Ind-736",0,"S:0.98|I:0.02"
"Ind-737",0,"S:0.98|I:0.02"
"Ind-738",0,"S:0.98|I:0.02"
"Ind-739",0,"S:0.98|I:0.02"
"Ind-740",0,"S:0.98|I:0.02"
"Ind-741",0,"S:0.98|I:0.02"
"Ind-742",0,"S:0.98|I:0.02"
"Ind-743",0,"S:0.98|I:0.02"
"Ind-744",0,"S:0.98|I:0.02"
"Ind-745",0,"S:0.98|I:0.02"
"Ind-746",0,"S:0.98|I:0.02"
"Ind-747",0,"S:0.98|I:0.02"
"Ind-748",0,"S:0.98|I:0.02"
"Ind-749",0,"S:0.98|I:0.02"
"Ind-750",0,"S:0.98|I:0.02"
"Ind-751",0,"S:0.98|I:0.02"
"Ind-752",0,"S:0.98|I:0.02"
"Ind-753",0,"S:0.98|I:0.02"
"Ind-754",0,"S:0.98|I:0.02"
"Ind-755",0,"S:0.98|I:0.02"
"Ind-756",0,"S:0.98|I:0.02"
"Ind-757",0,"S:0.98|I:0.02"
"Ind-758",0,"S:0.98|I:0.02"
"Ind-759",0,"S:0.98|I:0.02"
"Ind-760",0,"S:0.98|I:0.02"
"Ind-761",0,"S:0.98|I:0.02"
"Ind-762",0,"S:0.98|I:0.02"
"Ind-763",0,"S:0.98|I:0.02"
"Ind-764",0,"S:0.98|I:0.02"
"Ind-765",0,"S:0.98|I:0.02"
"Ind-766",0,"S:0.98|I:0.02"
"Ind-767",0,"S:0.98|I:0.02"
"Ind-768",0,"S:0.98|I:0.02"
"Ind-769",0,"S:0.98|I:0.02"
"Ind-770",0,"S:0.98|I:0.02"
"Ind-771",0,"S:0.98|I:0.02"
"Ind-772",0,"S:0.98|I:0.02"
"Ind-773",0,"S:0.98|I:0.02"
"Ind-774",0,"S:0.98|I:0.02"
"Ind-775",0,"S:0.98|I:0.02"
"Ind-776",0,"S:0.98|I:0.02"
"Ind-777",0,"S:0.98|I:0.02"
"Ind-778",0,"S:0.98|I:0.02"
"Ind-779",0,"S:0.98|I:0.02"
"Ind-780",0,"S:0.98|I:0.02"
"Ind-781",0,"S:0.98|I:0.02"
"Ind-782",0,"S:0.98|I:0.02"
"Ind-783",0,"S:0.98|I:0.02"
"Ind-784",0,"S:0.98|I:0.02"
"Ind-785",0,"S:0.98|I:0.02"
"Ind-786",0,"S:0.98|I:0.02"
"Ind-787",0,"S:0.98|I:0.02"
"Ind-788",0,"S:0.98|I:0.02"
"Ind-789",0,"S:0.98|I:0.02"
"Ind-790",0,"S:0.98|I:0.02"
"Ind-791",0,"S:0.98|I:0.02"
"Ind-792",0,"S:0.98|I:0.02"
"Ind-793",0,"S:0.98|I:0.02"
"Ind-794",0,"S:0.98|I:0.02"
"Ind-795",0,"S:0.98|I:0.02"
"Ind-796",0,"S:0.98|I:0.02"
"Ind-797",0,"S:0.98|I:0.02"
"Ind-798",0,"S:0.98|I:0.02"
"Ind-799",0,"S:0.98|I:0.02"
"Ind-800",0,"S:0.98|I:0.02"
"Ind-801",0,"S:0.98|I:0.02"
"Ind-802",0,"S:0.98|I:0.02"
"Ind-803",0,"S:0.98|I:0.02"
"Ind-804",0,"S:0.98|I:0.02"
"Ind-805",0,"S:0.98|I:0.02"
"Ind-806",0,"S:0.98|I:0.02"
"Ind-807",0,"S:0.98|I:0.02"
"Ind-808",0,"S:0.98|I:0.02"
"Ind-809",0,"S:0.98|I:0.02"
"Ind-810",0,"S:0.98|I:0.02"
"Ind-811",0,"S:0.98|I:0.02"
"Ind-812",0,"S:0.98|I:0.02"
"Ind-813",0,"S:0.98|I:0.02"
"Ind-814",0,"S:0.98|I:0.02"
"Ind-815",0,"S:0.98|I:0.02"
"Ind-816",0,"S:0.98|I:0.02"
"Ind-817",0,"S:0.98|I:0.02"
"Ind-818",0,"S:0.98|I:0.02"
"Ind-819",0,"S:0.98|I:0.02"
"Ind-820",0,"S:0.98|I:0.02"
"Ind-821",0,"S:0.98|I:0.02"
"Ind-822",0,"S:0.98|I:0.02"
"Ind-823",0,"S:0.98|I:0.02"
"Ind-824",0,"S:0.98|I:0.02"
"Ind-825",0,"S:0.98|I:0.02"
"Ind-826",0,"S:0.98|I:0.02"
"Ind-827",0,"S:0.98|I:0.02"
"Ind-828",0,"S:0.98|I:0.02"
"Ind-829",0,"S:0.98|I:0.02"
"Ind-830",0,"S:0.98|I:0.02"
"Ind-831",0,"S:0.98|I:0.02"
"Ind-832",0,"S:0.98|I:0.02"
"Ind-833",0,"S:0.98|I:0.02"
"Ind-834",0,"S:0.98|I:0.02"
"Ind-835",0,"S:0.98|I:0.02"
"Ind-836",0,"S:0.98|I:0.02"
"Ind-837",0,"S:0.98|I:0.02"
"Ind-838",0,"S:0.98|I:0.02"
"Ind-839",0,"S:0.98|I:0.02"
"Ind-840",0,"S:0.98|I:0.02"
"Ind-841",0,"S:0.98|I:0.02"
"Ind-842",0,"S:0.98|I:0.02"
"Ind-843",0,"S:0.98|I:0.02"
"Ind-844",0,"S:0.98|I:0.02"
"Ind-845",0,"S:0.98|I:0.02"
"Ind-846",0,"S:0.98|I:0.02"
"Ind-847",0,"S:0.98|I:0.02"
"Ind-848",0,"S:0.98|I:0.02"
"Ind-849",0,"S:0.98|I:0.02"
"Ind-850",0,"S:0.98|I:0.02"
"Ind-851",0,"S:0.98|I:0.02"
"Ind-852",0,"S:0.98|I:0.02"
"Ind-853",0,"S:0.98|I:0.02"
"Ind-854",0,"S:0.98|I:0.02"
"Ind-855",0,"S:0.98|I:0.02"
"Ind-856",0,"S:0.98|I:0.02"
"Ind-857",0,"S:0.98|I:0.02"
"Ind-858",0,"S:0.98|I:0.02"
"Ind-859",0,"S:0.98|I:0.02"
"Ind-860",0,"S:0.98|I:0.02"
"Ind-861",0,"S:0.98|I:0.02"
"Ind-862",0,"S:0.98|I:0.02"
"Ind-863",0,"S:0.98|I:0.02"
"Ind-864",0,"S:0.98|I:0.02"
"Ind-865",0,"S:0.98|I:0.02"
"Ind-866",0,"S:0.98|I:0.02"
"Ind-867",0,"S:0.98|I:0.02"
"Ind-868",0,"S:0.98|I:0.02"
"Ind-869",0,"S:0.98|I:0.02"
"Ind-870",0,"S:0.98|I:0.02"
"Ind-871",0,"S:0.98|I:0.02"
"Ind-872",0,"S:0.98|I:0.02"
"Ind-873",0,"S:0.98|I:0.02"
"Ind-874",0,"S:0.98|I:0.02"
"Ind-875",0,"S:0.98|I:0.02"
"Ind-876",0,"S:0.98|I:0.02"
"Ind-877",0,"S:0.98|I:0.02"
"Ind-878",0,"S:0.98|I:0.02"
"Ind-879",0,"S:0.98|I:0.02"
"Ind-880",0,"S:0.98|I:0.02"
"Ind-881",0,"S:0.98|I:0.02"
"Ind-882",0,"S:0.98|I:0.02"
"Ind-883",0,"S:0.98|I:0.02"
"Ind-884",0,"S:0.98|I:0.02"
"Ind-885",0,"S:0.98|I:0.02"
"Ind-886",0,"S:0.98|I:0.02"
"Ind-887",0,"S:0.98|I:0.02"
"Ind-888",0,"S:0.98|I:0.02"
"Ind-889",0,"S:0.98|I:0.02"
"Ind-890",0,"S:0.98|I:0.02"
"Ind-891",0,"S:0.98|I:0.02"
"Ind-892",0,"S:0.98|I:0.02"
"Ind-893",0,"S:0.98|I:0.02"
"Ind-894",0,"S:0.98|I:0.02"
"Ind-895",0,"S:0.98|I:0.02"
"Ind-896",0,"S:0.98|I:0.02"
"Ind-897",0,"S:0.98|I:0.02"
"Ind-898",0,"S:0.98|I:0.02"
"Ind-899",0,"S:0.98|I:0.02"
"Ind-900",0,"S:0.98|I:0.02"
"Ind-901",0,"S:0.98|I:0.02"
"Ind-902",0,"S:0.98|I:0.02"
"Ind-903",0,"S:0.98|I:0.02"
"Ind-904",0,"S:0.98|I:0.02"
"Ind-905",0,"S:0.98|I:0.02"
"Ind-906",0,"S:0.98|I:0.02"
"Ind-907",0,"S:0.98|I:0.02"
"Ind-908",0,"S:0.98|I:0.02"
"Ind-909",0,"S:0.98|I:0.02"
"Ind-910",0,"S:0.98|I:0.02"
"Ind-911",0,"S:0.98|I:0.02"
"Ind-912",0,"S:0.98|I:0.02"
"Ind-913",0,"S:0.98|I:0.02"
"Ind-914",0,"S:0.98|I:0.02"
"Ind-915",0,"S:0.98|I:0.02"
"Ind-916",0,"S:0.98|I:0.02"
"Ind-917",0,"S:0.98|I:0.02"
"Ind-918",0,"S:0.98|I:0.02"
"Ind-919",0,"S:0.98|I:0.02"
"Ind-920",0,"S:0.98|I:0.02"
"Ind-921",0,"S:0.98|I:0.02"
"Ind-922",0,"S:0.98|I:0.02"
"Ind-923",0,"S:0.98|I:0.02"
"Ind-924",0,"S:0.98|I:0.02"
"Ind-925",0,"S:0.98|I:0.02"
"Ind-926",0,"S:0.98|I:0.02"
"Ind-927",0,"S:0.98|I:0.02"
"Ind-928",0,"S:0.98|I:0.02"
"Ind-929",0,"S:0.98|I:0.02"
"Ind-930",0,"S:0.98|I:0.02"
"Ind-931",0,"S:0.98|I:0.02"
"Ind-932",0,"S:0.98|I:0.02"
"Ind-933",0,"S:0.98|I:0.02"
"Ind-934",0,"S:0.98|I:0.02"
"Ind-935",0,"S:0.98|I:0.02"
"Ind-936",0,"S:0.98|I:0.02"
"Ind-937",0,"S:0.98|I:0.02"
"Ind-938",0,"S:0.98|I:0.02"
"Ind-939",0,"S:0.98|I:0.02"
"Ind-940",0,"S:0.98|I:0.02"
"Ind-941",0,"S:0.98|I:0.02"
"Ind-942",0,"S:0.98|I:0.02"
"Ind-943",0,"S:0.98|I:0.02"
"Ind-944",0,"S:0.98|I:0.02"
"Ind-945",0,"S:0.98|I:0.02"
"Ind-946",0,"S:0.98|I:0.02"
"Ind-947",0,"S:0.98|I:0.02"
"Ind-948",0,"S:0.98|I:0.02"
"Ind-949",0,"S:0.98|I:0.02"
"Ind-950",0,"S:0.98|I:0.02"
"Ind-951",0,"S:0.98|I:0.02"
"Ind-952",0,"S:0.98|I:0.02"
"Ind-953",0,"S:0.98|I:0.02"
"Ind-954",0,"S:0.98|I:0.02"
"Ind-955",0,"S:0.98|I:0.02"
"Ind-956",0,"S:0.98|I:0.02"
"Ind-957",0,"S:0.98|I:0.02"
"Ind-958",0,"S:0.98|I:0.02"
"Ind-959",0,"S:0.98|I:0.02"
"Ind-960",0,"S:0.98|I:0.02"
"Ind-961",0,"S:0.98|I:0.02"
"Ind-962",0,"S:0.98|I:0.02"
"Ind-963",0,"S:0.98|I:0.02"
"Ind-964",0,"S:0.98|I:0.02"
"Ind-965",0,"S:0.98|I:0.02"
"Ind-966",0,"S:0.98|I:0.02"
"Ind-967",0,"S:0.98|I:0.02"
"Ind-968",0,"S:0.98|I:0.02"
"Ind-969",0,"S:0.98|I:0.02"
"Ind-970",0,"S:0.98|I:0.02"
"Ind-971",0,"S:0.98|I:0.02"
"Ind-972",0,"S:0.98|I:0.02"
"Ind-973",0,"S:0.98|I:0.02"
"Ind-974",0,"S:0.98|I:0.02"
"Ind-975",0,"S:0.98|I:0.02"
"Ind-976",0,"S:0.98|I:0.02"
"Ind-977",0,"S:0.98|I:0.02"
"Ind-978",0,"S:0.98|I:0.02"
"Ind-979",0,"S:0.98|I:0.02"
"Ind-980",0,"S:0.98|I:0.02"
"Ind-981",0,"S:0.98|I:0.02"
"Ind-982",0,"S:0.98|I:0.02"
"Ind-983",0,"S:0.98|I:0.02"
"Ind-984",0,"S:0.98|I:0.02"
"Ind-985",0,"S:0.98|I:0.02"
"Ind-986",0,"S:0.98|I:0.02"
"Ind-987",0,"S:0.98|I:0.02"
"Ind-988",0,"S:0.98|I:0.02"
"Ind-989",0,"S:0.98|I:0.02"
"Ind-990",0,"S:0.98|I:0.02"
"Ind-991",0,"S:0.98|I:0.02"
"Ind-992",0,"S:0.98|I:0.02"
"Ind-993",0,"S:0.98|I:0.02"
"Ind-994",0,"S:0.98|I:0.02"
"Ind-995",0,"S:0.98|I:0.02"
"Ind-996",0,"S:0.98|I:0.02"
"Ind-997",0,"S:0.98|I:0.02"
"Ind-998",0,"S:0.98|I:0.02"
"Ind-999",0,"S:0.98|I:0.02"
"Ind-1000",0,"S:0.98|I:0.02"
