"l","l'",Value
"Fuyang","Bangalore","0.0110873"
"Changsha","Bangalore","0.0122489"
"Dongguan","Bangalore","0.0124325"
"Jining","Bangalore","0.0106894"
"Jinan","Bangalore","0.0104882"
"Pune","Bangalore","0.063748"
"Foshan","Bangalore","0.0126373"
"Bogota","Bangalore","0.00305358"
"Ahmedabad","Bangalore","0.0388652"
"Nanjing","Bangalore","0.0105443"
"Changchun","Bangalore","0.00873722"
"Tangshan","Bangalore","0.0100034"
"Cangzhou","Bangalore","0.0103489"
"Dar-es-Salaam","Bangalore","0.0103755"
"Hefei","Bangalore","0.0108647"
"Hong-Kong","Bangalore","0.0123388"
"Shaoyang","Bangalore","0.0127898"
"Zhanjiang","Bangalore","0.0137087"
"Shangqiu","Bangalore","0.0109685"
"Nantong","Bangalore","0.0101386"
"Yancheng","Bangalore","0.0101863"
"Nanning","Bangalore","0.0144027"
"Hengyang","Bangalore","0.0124879"
"Zhumadian","Bangalore","0.0114721"
"Shenyang","Bangalore","0.00908982"
"Xingtai","Bangalore","0.0109081"
"Xi'an","Bangalore","0.0125213"
"Santiago","Bangalore","0.00309981"
"Yantai","Bangalore","0.00970813"
"Riyadh","Bangalore","0.0141289"
"Luoyang","Bangalore","0.0116283"
"Kunming","Bangalore","0.0166468"
"Shangrao","Bangalore","0.0109654"
"Hangzhou","Bangalore","0.0103822"
"Bijie","Bangalore","0.0149766"
"Quanzhou","Bangalore","0.0110106"
"Miami","Bangalore","0.00330466"
"Wuxi","Bangalore","0.0102791"
"Huanggang","Bangalore","0.0115336"
"Maoming","Bangalore","0.0134828"
"Nanchong","Bangalore","0.0139803"
"Zunyi","Bangalore","0.0142627"
"Qujing","Bangalore","0.0159985"
"Baghdad","Bangalore","0.0121991"
"Xinyang","Bangalore","0.0115559"
"Tokyo","Ho-Chi-Minh-City","0.0114077"
"Jakarta","Ho-Chi-Minh-City","0.025721"
"Delhi","Ho-Chi-Minh-City","0.0135315"
"Manila","Ho-Chi-Minh-City","0.0300861"
"Sao-Paulo","Ho-Chi-Minh-City","0.00295847"
"Seoul","Ho-Chi-Minh-City","0.0136918"
"Mumbai","Ho-Chi-Minh-City","0.0132144"
"Shanghai","Ho-Chi-Minh-City","0.0179845"
"Mexico-City","Ho-Chi-Minh-City","0.00318999"
"Guangzhou","Ho-Chi-Minh-City","0.0314676"
"Cairo","Ho-Chi-Minh-City","0.00620293"
"Beijing","Ho-Chi-Minh-City","0.0145989"
"New-York","Ho-Chi-Minh-City","0.00348747"
"Kolkata","Ho-Chi-Minh-City","0.0209207"
"Moscow","Ho-Chi-Minh-City","0.00644451"
"Bangkok","Ho-Chi-Minh-City","0.0632748"
"Dhaka","Ho-Chi-Minh-City","0.0218366"
"Buenos-Aires","Ho-Chi-Minh-City","0.00293856"
"Osaka","Ho-Chi-Minh-City","0.0125045"
"Lagos","Ho-Chi-Minh-City","0.0044031"
"Istanbul","Ho-Chi-Minh-City","0.00606773"
"Karachi","Ho-Chi-Minh-City","0.0110998"
"Kinshasa","Ho-Chi-Minh-City","0.00485834"
"Shenzhen","Ho-Chi-Minh-City","0.0317846"
"Bangalore","Ho-Chi-Minh-City","0.0155405"
"Tehran","Ho-Chi-Minh-City","0.00801845"
"Los-Angeles","Ho-Chi-Minh-City","0.00379642"
"Rio-de-Janeiro","Ho-Chi-Minh-City","0.00301306"
"Chengdu","Ho-Chi-Minh-City","0.0220035"
"Baoding","Ho-Chi-Minh-City","0.0151962"
"Chennai","Ho-Chi-Minh-City","0.0170816"
"Lahore","Ho-Chi-Minh-City","0.0122316"
"London","Ho-Chi-Minh-City","0.00488044"
"Paris","Ho-Chi-Minh-City","0.00491506"
"Tianjin","Ho-Chi-Minh-City","0.0148386"
"Linyi","Ho-Chi-Minh-City","0.0166964"
"Shijiazhuang","Ho-Chi-Minh-City","0.0157361"
"Zhengzhou","Ho-Chi-Minh-City","0.0178263"
"Nanyang","Ho-Chi-Minh-City","0.0193121"
"Hyderabad","Ho-Chi-Minh-City","0.015777"
"Wuhan","Ho-Chi-Minh-City","0.0209541"
"Handan","Ho-Chi-Minh-City","0.0165302"
"Nagoya","Ho-Chi-Minh-City","0.0121001"
"Weifang","Ho-Chi-Minh-City","0.0156746"
"Lima","Ho-Chi-Minh-City","0.00254559"
"Zhoukou","Ho-Chi-Minh-City","0.0184216"
"Luanda","Ho-Chi-Minh-City","0.00471319"
"Ganzhou","Ho-Chi-Minh-City","0.0258573"
"Tongshan","Ho-Chi-Minh-City","0.0174297"
"Kuala-Lumpur","Ho-Chi-Minh-City","0.0470899"
"Chicago","Ho-Chi-Minh-City","0.00356381"
"Heze","Ho-Chi-Minh-City","0.0171994"
"Chongqing","Ho-Chi-Minh-City","0.0234402"
"Hanoi","Ho-Chi-Minh-City","0.0420804"
"Fuyang","Ho-Chi-Minh-City","0.0186685"
"Changsha","Ho-Chi-Minh-City","0.0238938"
"Dongguan","Ho-Chi-Minh-City","0.0311419"
"Jining","Ho-Chi-Minh-City","0.016881"
"Jinan","Ho-Chi-Minh-City","0.016096"
"Pune","Ho-Chi-Minh-City","0.0136155"
"Foshan","Ho-Chi-Minh-City","0.0318112"
"Bogota","Ho-Chi-Minh-City","0.00272514"
"Ahmedabad","Ho-Chi-Minh-City","0.0128005"
"Nanjing","Ho-Chi-Minh-City","0.0183881"
"Changchun","Ho-Chi-Minh-City","0.0120812"
"Tangshan","Ho-Chi-Minh-City","0.0144906"
"Cangzhou","Ho-Chi-Minh-City","0.0152863"
"Dar-es-Salaam","Ho-Chi-Minh-City","0.00644623"
"Hefei","Ho-Chi-Minh-City","0.0189885"
"Hong-Kong","Ho-Chi-Minh-City","0.032072"
"Shaoyang","Ho-Chi-Minh-City","0.0257034"
"Zhanjiang","Ho-Chi-Minh-City","0.0392994"
"Shangqiu","Ho-Chi-Minh-City","0.0176673"
"Nantong","Ho-Chi-Minh-City","0.0177235"
"Yancheng","Ho-Chi-Minh-City","0.0171634"
"Nanning","Ho-Chi-Minh-City","0.0358035"
"Hengyang","Ho-Chi-Minh-City","0.0257251"
"Zhumadian","Ho-Chi-Minh-City","0.0190306"
"Shenyang","Ho-Chi-Minh-City","0.0129386"
"Xingtai","Ho-Chi-Minh-City","0.0162726"
"Xi'an","Ho-Chi-Minh-City","0.0187429"
"Santiago","Ho-Chi-Minh-City","0.00285171"
"Yantai","Ho-Chi-Minh-City","0.0149341"
"Riyadh","Ho-Chi-Minh-City","0.00765557"
"Luoyang","Ho-Chi-Minh-City","0.0180808"
"Kunming","Ho-Chi-Minh-City","0.0296698"
"Shangrao","Ho-Chi-Minh-City","0.0213895"
"Hangzhou","Ho-Chi-Minh-City","0.0190523"
"Bijie","Ho-Chi-Minh-City","0.0264763"
"Quanzhou","Ho-Chi-Minh-City","0.0242541"
"Miami","Ho-Chi-Minh-City","0.00313904"
"Wuxi","Ho-Chi-Minh-City","0.018178"
"Huanggang","Ho-Chi-Minh-City","0.0208915"
"Maoming","Ho-Chi-Minh-City","0.0373289"
"Nanchong","Ho-Chi-Minh-City","0.0220005"
"Zunyi","Ho-Chi-Minh-City","0.0259315"
"Qujing","Ho-Chi-Minh-City","0.0292263"
"Baghdad","Ho-Chi-Minh-City","0.00732391"
"Xinyang","Ho-Chi-Minh-City","0.019691"
"Tokyo","Tehran","0.00647992"
"Jakarta","Tehran","0.00669255"
"Delhi","Tehran","0.0192897"
"Manila","Tehran","0.0068626"
"Sao-Paulo","Tehran","0.00408155"
"Seoul","Tehran","0.00757283"
"Mumbai","Tehran","0.0175459"
"Shanghai","Tehran","0.00777584"
"Mexico-City","Tehran","0.00378948"
"Guangzhou","Tehran","0.00819293"
"Cairo","Tehran","0.0246006"
"Beijing","Tehran","0.00884666"
"New-York","Tehran","0.00504918"
"Kolkata","Tehran","0.0128348"
"Moscow","Tehran","0.0198928"
"Bangkok","Tehran","0.00908086"
"Dhaka","Tehran","0.0124617"
"Buenos-Aires","Tehran","0.00361604"
"Osaka","Tehran","0.00673621"
"Lagos","Tehran","0.00845272"
"Istanbul","Tehran","0.0239393"
"Karachi","Tehran","0.0254096"
"Kinshasa","Tehran","0.00850874"
"Shenzhen","Tehran","0.00805679"
"Bangalore","Tehran","0.0135532"
"Ho-Chi-Minh-City","Tehran","0.00801845"
"Los-Angeles","Tehran","0.00408815"
"Rio-de-Janeiro","Tehran","0.00419669"
"Chengdu","Tehran","0.0101553"
"Baoding","Tehran","0.00891173"
"Chennai","Tehran","0.0128935"
"Lahore","Tehran","0.0225526"
"London","Tehran","0.0112418"
"Paris","Tehran","0.0117379"
"Tianjin","Tehran","0.00870685"
"Linyi","Tehran","0.00834486"
"Shijiazhuang","Tehran","0.00899679"
"Zhengzhou","Tehran","0.00892058"
"Nanyang","Tehran","0.00896695"
"Hyderabad","Tehran","0.0146767"
"Wuhan","Tehran","0.00857377"
"Handan","Tehran","0.00891873"
"Nagoya","Tehran","0.00664745"
"Weifang","Tehran","0.00834852"
"Lima","Tehran","0.0035004"
"Zhoukou","Tehran","0.00872034"
"Luanda","Tehran","0.00779426"
"Ganzhou","Tehran","0.00817787"
"Tongshan","Tehran","0.00843723"
"Kuala-Lumpur","Tehran","0.00787951"
"Chicago","Tehran","0.00476563"
"Heze","Tehran","0.00871407"
"Chongqing","Tehran","0.00963815"
"Hanoi","Tehran","0.00901459"
"Fuyang","Tehran","0.00852648"
"Changsha","Tehran","0.00858495"
"Dongguan","Tehran","0.00812843"
"Jining","Tehran","0.00857978"
"Jinan","Tehran","0.00859997"
"Pune","Tehran","0.0168584"
"Foshan","Tehran","0.00820442"
"Bogota","Tehran","0.0038941"
"Ahmedabad","Tehran","0.0197701"
"Nanjing","Tehran","0.00812118"
"Changchun","Tehran","0.00805328"
"Tangshan","Tehran","0.00861327"
"Cangzhou","Tehran","0.00870707"
"Dar-es-Salaam","Tehran","0.0101148"
"Hefei","Tehran","0.00828299"
"Hong-Kong","Tehran","0.00802593"
"Shaoyang","Tehran","0.00871722"
"Zhanjiang","Tehran","0.00840475"
"Shangqiu","Tehran","0.00863879"
"Nantong","Tehran","0.00788344"
"Yancheng","Tehran","0.00804556"
"Nanning","Tehran","0.00881304"
"Hengyang","Tehran","0.00854444"
"Zhumadian","Tehran","0.00876148"
"Shenyang","Tehran","0.00813374"
"Xingtai","Tehran","0.0089466"
"Xi'an","Tehran","0.00959312"
"Santiago","Tehran","0.0033704"
"Yantai","Tehran","0.00814111"
"Riyadh","Tehran","0.0367956"
"Luoyang","Tehran","0.00908714"
"Kunming","Tehran","0.00989411"
"Shangrao","Tehran","0.0079944"
"Hangzhou","Tehran","0.00786053"
"Bijie","Tehran","0.00965554"
"Quanzhou","Tehran","0.00770808"
"Miami","Tehran","0.00432951"
"Wuxi","Tehran","0.00792454"
"Huanggang","Tehran","0.00848988"
"Maoming","Tehran","0.00837496"
"Nanchong","Tehran","0.00980908"
"Zunyi","Tehran","0.00942013"
"Qujing","Tehran","0.00974729"
"Baghdad","Tehran","0.0673624"
"Xinyang","Tehran","0.00870194"
"Tokyo","Los-Angeles","0.00565388"
"Jakarta","Los-Angeles","0.00345224"
"Delhi","Los-Angeles","0.00387797"
"Manila","Los-Angeles","0.00424565"
"Sao-Paulo","Los-Angeles","0.00501365"
"Seoul","Los-Angeles","0.00519757"
"Mumbai","Los-Angeles","0.00356351"
"Shanghai","Los-Angeles","0.00477374"
"Mexico-City","Los-Angeles","0.0195571"
"Guangzhou","Los-Angeles","0.00428076"
"Cairo","Los-Angeles","0.00408108"
"Beijing","Los-Angeles","0.00495197"
"New-York","Los-Angeles","0.0124887"
"Kolkata","Los-Angeles","0.00380079"
"Moscow","Los-Angeles","0.00509379"
"Bangkok","Los-Angeles","0.0037489"
"Dhaka","Los-Angeles","0.00386118"
"Buenos-Aires","Los-Angeles","0.00504174"
"Osaka","Los-Angeles","0.00542136"
"Lagos","Los-Angeles","0.00400759"
"Istanbul","Los-Angeles","0.00451708"
"Karachi","Los-Angeles","0.00370849"
"Kinshasa","Los-Angeles","0.00350607"
"Shenzhen","Los-Angeles","0.00428304"
"Bangalore","Los-Angeles","0.00343361"
"Ho-Chi-Minh-City","Los-Angeles","0.00379642"
"Tehran","Los-Angeles","0.00408815"
"Rio-de-Janeiro","Los-Angeles","0.00489805"
"Chengdu","Los-Angeles","0.00431135"
"Baoding","Los-Angeles","0.00488488"
"Chennai","Los-Angeles","0.00345845"
"Lahore","Los-Angeles","0.00395492"
"London","Los-Angeles","0.00567643"
"Paris","Los-Angeles","0.00547138"
"Tianjin","Los-Angeles","0.00494453"
"Linyi","Los-Angeles","0.00482045"
"Shijiazhuang","Los-Angeles","0.00482594"
"Zhengzhou","Los-Angeles","0.00467893"
"Nanyang","Los-Angeles","0.00458638"
"Hyderabad","Los-Angeles","0.00355403"
"Wuhan","Los-Angeles","0.00454764"
"Handan","Los-Angeles","0.00477049"
"Nagoya","Los-Angeles","0.00550033"
"Weifang","Los-Angeles","0.00490546"
"Lima","Los-Angeles","0.00736178"
"Zhoukou","Los-Angeles","0.00466401"
"Luanda","Los-Angeles","0.00347276"
"Ganzhou","Los-Angeles","0.00440754"
"Tongshan","Los-Angeles","0.00475747"
"Kuala-Lumpur","Los-Angeles","0.00352872"
"Chicago","Los-Angeles","0.0174887"
"Heze","Los-Angeles","0.00474437"
"Chongqing","Los-Angeles","0.00432574"
"Hanoi","Los-Angeles","0.00404801"
"Fuyang","Los-Angeles","0.00466946"
"Changsha","Los-Angeles","0.00443332"
"Dongguan","Los-Angeles","0.0042907"
"Jining","Los-Angeles","0.00478207"
"Jinan","Los-Angeles","0.00484166"
"Pune","Los-Angeles","0.00355362"
"Foshan","Los-Angeles","0.0042739"
"Bogota","Los-Angeles","0.00881632"
"Ahmedabad","Los-Angeles","0.00367495"
"Nanjing","Los-Angeles","0.00472338"
"Changchun","Los-Angeles","0.00539524"
"Tangshan","Los-Angeles","0.00499201"
"Cangzhou","Los-Angeles","0.00490096"
"Dar-es-Salaam","Los-Angeles","0.00307485"
"Hefei","Los-Angeles","0.00467392"
"Hong-Kong","Los-Angeles","0.00427952"
"Shaoyang","Los-Angeles","0.00436485"
"Zhanjiang","Los-Angeles","0.00415422"
"Shangqiu","Los-Angeles","0.00472043"
"Nantong","Los-Angeles","0.00478477"
"Yancheng","Los-Angeles","0.00481257"
"Nanning","Los-Angeles","0.00415404"
"Hengyang","Los-Angeles","0.00438129"
"Zhumadian","Los-Angeles","0.00462437"
"Shenyang","Los-Angeles","0.00524591"
"Xingtai","Los-Angeles","0.00478742"
"Xi'an","Los-Angeles","0.00454338"
"Santiago","Los-Angeles","0.00551671"
"Yantai","Los-Angeles","0.00499842"
"Riyadh","Los-Angeles","0.0037469"
"Luoyang","Los-Angeles","0.00464365"
"Kunming","Los-Angeles","0.00410348"
"Shangrao","Los-Angeles","0.00457575"
"Hangzhou","Los-Angeles","0.0047019"
"Bijie","Los-Angeles","0.00422638"
"Quanzhou","Los-Angeles","0.00447872"
"Miami","Los-Angeles","0.0130837"
"Wuxi","Los-Angeles","0.00475151"
"Huanggang","Los-Angeles","0.00455851"
"Maoming","Los-Angeles","0.00417991"
"Nanchong","Los-Angeles","0.00435843"
"Zunyi","Los-Angeles","0.00427465"
"Qujing","Los-Angeles","0.0041396"
"Baghdad","Los-Angeles","0.0040479"
"Xinyang","Los-Angeles","0.00459531"
"Tokyo","Rio-de-Janeiro","0.00268589"
"Jakarta","Rio-de-Janeiro","0.00323157"
"Delhi","Rio-de-Janeiro","0.00353994"
"Manila","Rio-de-Janeiro","0.00275292"
"Sao-Paulo","Rio-de-Janeiro","0.122423"
"Seoul","Rio-de-Janeiro","0.00274944"
"Mumbai","Rio-de-Janeiro","0.00371303"
"Shanghai","Rio-de-Janeiro","0.0027333"
"Mexico-City","Rio-de-Janeiro","0.00646697"
"Guangzhou","Rio-de-Janeiro","0.00283158"
"Cairo","Rio-de-Janeiro","0.0050323"
"Beijing","Rio-de-Janeiro","0.00287808"
"New-York","Rio-de-Janeiro","0.0064078"
"Kolkata","Rio-de-Janeiro","0.00330668"
"Moscow","Rio-de-Janeiro","0.00431209"
"Bangkok","Rio-de-Janeiro","0.003103"
"Dhaka","Rio-de-Janeiro","0.00325801"
"Buenos-Aires","Rio-de-Janeiro","0.0248053"
"Osaka","Rio-de-Janeiro","0.00266785"
"Lagos","Rio-de-Janeiro","0.00823069"
"Istanbul","Rio-de-Janeiro","0.00484119"
"Karachi","Rio-de-Janeiro","0.00383204"
"Kinshasa","Rio-de-Janeiro","0.00751428"
"Shenzhen","Rio-de-Janeiro","0.00281949"
"Bangalore","Rio-de-Janeiro","0.00363797"
"Ho-Chi-Minh-City","Rio-de-Janeiro","0.00301306"
"Tehran","Rio-de-Janeiro","0.00419669"
"Los-Angeles","Rio-de-Janeiro","0.00489805"
"Chengdu","Rio-de-Janeiro","0.00299116"
"Baoding","Rio-de-Janeiro","0.00287716"
"Chennai","Rio-de-Janeiro","0.00356569"
"Lahore","Rio-de-Janeiro","0.00359831"
"London","Rio-de-Janeiro","0.00535986"
"Paris","Rio-de-Janeiro","0.00542376"
"Tianjin","Rio-de-Janeiro","0.00286062"
"Linyi","Rio-de-Janeiro","0.00280514"
"Shijiazhuang","Rio-de-Janeiro","0.00288049"
"Zhengzhou","Rio-de-Janeiro","0.00286302"
"Nanyang","Rio-de-Janeiro","0.00286717"
"Hyderabad","Rio-de-Janeiro","0.00357605"
"Wuhan","Rio-de-Janeiro","0.00282847"
"Handan","Rio-de-Janeiro","0.00286734"
"Nagoya","Rio-de-Janeiro","0.00267272"
"Weifang","Rio-de-Janeiro","0.00281282"
"Lima","Rio-de-Janeiro","0.0130715"
"Zhoukou","Rio-de-Janeiro","0.0028414"
"Luanda","Rio-de-Janeiro","0.00800397"
"Ganzhou","Rio-de-Janeiro","0.00280444"
"Tongshan","Rio-de-Janeiro","0.0028125"
"Kuala-Lumpur","Rio-de-Janeiro","0.00318582"
"Chicago","Rio-de-Janeiro","0.0058279"
"Heze","Rio-de-Janeiro","0.00284323"
"Chongqing","Rio-de-Janeiro","0.00294744"
"Hanoi","Rio-de-Janeiro","0.00296365"
"Fuyang","Rio-de-Janeiro","0.00282039"
"Changsha","Rio-de-Janeiro","0.0028397"
"Dongguan","Rio-de-Janeiro","0.00282368"
"Jining","Rio-de-Janeiro","0.00283017"
"Jinan","Rio-de-Janeiro","0.00283691"
"Pune","Rio-de-Janeiro","0.00369058"
"Foshan","Rio-de-Janeiro","0.00283422"
"Bogota","Rio-de-Janeiro","0.010895"
"Ahmedabad","Rio-de-Janeiro","0.00369047"
"Nanjing","Rio-de-Janeiro","0.00277466"
"Changchun","Rio-de-Janeiro","0.00285706"
"Tangshan","Rio-de-Janeiro","0.00285579"
"Cangzhou","Rio-de-Janeiro","0.00285537"
"Dar-es-Salaam","Rio-de-Janeiro","0.00555781"
"Hefei","Rio-de-Janeiro","0.00279323"
"Hong-Kong","Rio-de-Janeiro","0.00281779"
"Shaoyang","Rio-de-Janeiro","0.00286148"
"Zhanjiang","Rio-de-Janeiro","0.00288331"
"Shangqiu","Rio-de-Janeiro","0.00283385"
"Nantong","Rio-de-Janeiro","0.002747"
"Yancheng","Rio-de-Janeiro","0.00276824"
"Nanning","Rio-de-Janeiro","0.00291531"
"Hengyang","Rio-de-Janeiro","0.00284307"
"Zhumadian","Rio-de-Janeiro","0.00284564"
"Shenyang","Rio-de-Janeiro","0.00283707"
"Xingtai","Rio-de-Janeiro","0.00287164"
"Xi'an","Rio-de-Janeiro","0.00292817"
"Santiago","Rio-de-Janeiro","0.0168084"
"Yantai","Rio-de-Janeiro","0.00279735"
"Riyadh","Rio-de-Janeiro","0.00450953"
"Luoyang","Rio-de-Janeiro","0.00287947"
"Kunming","Rio-de-Janeiro","0.00301175"
"Shangrao","Rio-de-Janeiro","0.00276519"
"Hangzhou","Rio-de-Janeiro","0.00274377"
"Bijie","Rio-de-Janeiro","0.00296511"
"Quanzhou","Rio-de-Janeiro","0.00274706"
"Miami","Rio-de-Janeiro","0.00738191"
"Wuxi","Rio-de-Janeiro","0.0027514"
"Huanggang","Rio-de-Janeiro","0.00281918"
"Maoming","Rio-de-Janeiro","0.00287332"
"Nanchong","Rio-de-Janeiro","0.00295776"
"Zunyi","Rio-de-Janeiro","0.00293718"
"Qujing","Rio-de-Janeiro","0.00299146"
"Baghdad","Rio-de-Janeiro","0.00445504"
"Xinyang","Rio-de-Janeiro","0.00283984"
"Tokyo","Chengdu","0.0146987"
"Jakarta","Chengdu","0.0120165"
"Delhi","Chengdu","0.0188872"
"Manila","Chengdu","0.0197301"
"Sao-Paulo","Chengdu","0.00292937"
"Seoul","Chengdu","0.0218455"
"Mumbai","Chengdu","0.0145565"
"Shanghai","Chengdu","0.029248"
"Mexico-City","Chengdu","0.00357963"
"Guangzhou","Chengdu","0.0388472"
"Cairo","Chengdu","0.0072433"
"Beijing","Chengdu","0.0318926"
"New-York","Chengdu","0.00412264"
"Kolkata","Chengdu","0.0270503"
"Moscow","Chengdu","0.00856512"
"Bangkok","Chengdu","0.0254447"
"Dhaka","Chengdu","0.0311665"
"Buenos-Aires","Chengdu","0.00272238"
"Osaka","Chengdu","0.0166097"
"Lagos","Chengdu","0.00467232"
"Istanbul","Chengdu","0.00745079"
"Karachi","Chengdu","0.0133844"
"Kinshasa","Chengdu","0.00490982"
"Shenzhen","Chengdu","0.0359328"
"Bangalore","Chengdu","0.0147039"
"Ho-Chi-Minh-City","Chengdu","0.0220035"
"Tehran","Chengdu","0.0101553"
"Los-Angeles","Chengdu","0.00431135"
"Rio-de-Janeiro","Chengdu","0.00299116"
"Baoding","Chengdu","0.0348665"
"Chennai","Chengdu","0.01575"
"Lahore","Chengdu","0.0174059"
"London","Chengdu","0.00600251"
"Paris","Chengdu","0.00600858"
"Tianjin","Chengdu","0.0317942"
"Linyi","Chengdu","0.0340367"
"Shijiazhuang","Chengdu","0.0381468"
"Zhengzhou","Chengdu","0.0473537"
"Nanyang","Chengdu","0.0561348"
"Hyderabad","Chengdu","0.0165072"
"Wuhan","Chengdu","0.0486346"
"Handan","Chengdu","0.0410125"
"Nagoya","Chengdu","0.0158999"
"Weifang","Chengdu","0.0313837"
"Lima","Chengdu","0.00277874"
"Zhoukou","Chengdu","0.0455157"
"Luanda","Chengdu","0.00470108"
"Ganzhou","Chengdu","0.0402648"
"Tongshan","Chengdu","0.0372163"
"Kuala-Lumpur","Chengdu","0.0160291"
"Chicago","Chengdu","0.00419666"
"Heze","Chengdu","0.0407998"
"Chongqing","Chengdu","0.158485"
"Hanoi","Chengdu","0.0440128"
"Fuyang","Chengdu","0.0421325"
"Changsha","Chengdu","0.0523714"
"Dongguan","Chengdu","0.0376098"
"Jining","Chengdu","0.0376527"
"Jinan","Chengdu","0.0352652"
"Pune","Chengdu","0.0148146"
"Foshan","Chengdu","0.0389463"
"Bogota","Chengdu","0.00309829"
"Ahmedabad","Chengdu","0.0152682"
"Nanjing","Chengdu","0.0343974"
"Changchun","Chengdu","0.0206786"
"Tangshan","Chengdu","0.029911"
"Cangzhou","Chengdu","0.0334433"
"Dar-es-Salaam","Chengdu","0.00617858"
"Hefei","Chengdu","0.0380913"
"Hong-Kong","Chengdu","0.0352423"
"Shaoyang","Chengdu","0.0578245"
"Zhanjiang","Chengdu","0.0391287"
"Shangqiu","Chengdu","0.041226"
"Nantong","Chengdu","0.0302437"
"Yancheng","Chengdu","0.0313774"
"Nanning","Chengdu","0.0490944"
"Hengyang","Chengdu","0.0510391"
"Zhumadian","Chengdu","0.0487597"
"Shenyang","Chengdu","0.0229862"
"Xingtai","Chengdu","0.0401534"
"Xi'an","Chengdu","0.076284"
"Santiago","Chengdu","0.00256678"
"Yantai","Chengdu","0.0277799"
"Riyadh","Chengdu","0.00880461"
"Luoyang","Chengdu","0.0526472"
"Kunming","Chengdu","0.0726087"
"Shangrao","Chengdu","0.0353099"
"Hangzhou","Chengdu","0.0313875"
"Bijie","Chengdu","0.113151"
"Quanzhou","Chengdu","0.0309939"
"Miami","Chengdu","0.00363046"
"Wuxi","Chengdu","0.0313283"
"Huanggang","Chengdu","0.0460773"
"Maoming","Chengdu","0.0396404"
"Nanchong","Chengdu","0.205571"
"Zunyi","Chengdu","0.103997"
"Qujing","Chengdu","0.080231"
"Baghdad","Chengdu","0.00892184"
"Xinyang","Chengdu","0.0493552"
"Tokyo","Baoding","0.0225071"
"Jakarta","Baoding","0.00972499"
"Delhi","Baoding","0.0133894"
"Manila","Baoding","0.0178467"
"Sao-Paulo","Baoding","0.00283011"
"Seoul","Baoding","0.0469505"
"Mumbai","Baoding","0.0106691"
"Shanghai","Baoding","0.0469805"
"Mexico-City","Baoding","0.00395323"
"Guangzhou","Baoding","0.0275838"
"Cairo","Baoding","0.00661174"
"Beijing","Baoding","0.26323"
"New-York","Baoding","0.00447754"
"Kolkata","Baoding","0.0156607"
"Moscow","Baoding","0.00851622"
"Bangkok","Baoding","0.015595"
"Dhaka","Baoding","0.0169378"
"Buenos-Aires","Baoding","0.0025851"
"Osaka","Baoding","0.026568"
"Lagos","Baoding","0.00435796"
"Istanbul","Baoding","0.00703989"
"Karachi","Baoding","0.0103651"
"Kinshasa","Baoding","0.00444852"
"Shenzhen","Baoding","0.026722"
"Bangalore","Baoding","0.0105195"
"Ho-Chi-Minh-City","Baoding","0.0151962"
"Tehran","Baoding","0.00891173"
"Los-Angeles","Baoding","0.00488488"
"Rio-de-Janeiro","Baoding","0.00287716"
"Chengdu","Baoding","0.0348665"
"Chennai","Baoding","0.0110112"
"Lahore","Baoding","0.0130137"
"London","Baoding","0.00606909"
"Paris","Baoding","0.00601895"
"Tianjin","Baoding","0.247615"
"Linyi","Baoding","0.0919933"
"Shijiazhuang","Baoding","0.285654"
"Zhengzhou","Baoding","0.0933185"
"Nanyang","Baoding","0.0662617"
"Hyderabad","Baoding","0.011492"
"Wuhan","Baoding","0.0511705"
"Handan","Baoding","0.158418"
"Nagoya","Baoding","0.0250602"
"Weifang","Baoding","0.111715"
"Lima","Baoding","0.00296951"
"Zhoukou","Baoding","0.0783989"
"Luanda","Baoding","0.00426221"
"Ganzhou","Baoding","0.0333186"
"Tongshan","Baoding","0.0855858"
"Kuala-Lumpur","Baoding","0.0117366"
"Chicago","Baoding","0.00463386"
"Heze","Baoding","0.110111"
"Chongqing","Baoding","0.0364114"
"Hanoi","Baoding","0.0223466"
"Fuyang","Baoding","0.0699994"
"Changsha","Baoding","0.0397209"
"Dongguan","Baoding","0.0275221"
"Jining","Baoding","0.111789"
"Jinan","Baoding","0.152496"
"Pune","Baoding","0.010768"
"Foshan","Baoding","0.0273905"
"Bogota","Baoding","0.00330437"
"Ahmedabad","Baoding","0.0112236"
"Nanjing","Baoding","0.0578658"
"Changchun","Baoding","0.0483596"
"Tangshan","Baoding","0.168569"
"Cangzhou","Baoding","0.271982"
"Dar-es-Salaam","Baoding","0.00534492"
"Hefei","Baoding","0.0591352"
"Hong-Kong","Baoding","0.0263774"
"Shaoyang","Baoding","0.0358358"
"Zhanjiang","Baoding","0.0241094"
"Shangqiu","Baoding","0.0919032"
"Nantong","Baoding","0.0521807"
"Yancheng","Baoding","0.0634649"
"Nanning","Baoding","0.0255166"
"Hengyang","Baoding","0.0355099"
"Zhumadian","Baoding","0.0696439"
"Shenyang","Baoding","0.0626782"
"Xingtai","Baoding","0.185909"
"Xi'an","Baoding","0.0603135"
"Santiago","Baoding","0.00259763"
"Yantai","Baoding","0.0860201"
"Riyadh","Baoding","0.00758832"
"Luoyang","Baoding","0.0845355"
"Kunming","Baoding","0.0250107"
"Shangrao","Baoding","0.0405985"
"Hangzhou","Baoding","0.0454814"
"Bijie","Baoding","0.0303674"
"Quanzhou","Baoding","0.0307009"
"Miami","Baoding","0.00393913"
